10000 998739
1 6542 3
1 6606 3
1 6609 10
1 6622 5
1 6651 10
1 6662 8
1 6669 2
1 6688 5
1 6732 4
1 6735 1
1 6789 10
1 6808 6
1 6853 8
1 6962 5
1 6979 8
1 7021 3
1 7027 8
1 7030 3
1 7084 6
1 7118 7
1 7163 4
1 7248 10
1 7251 5
1 7345 3
1 7489 6
1 7600 6
1 7700 5
1 7729 5
1 7740 9
1 7745 1
1 7812 4
1 7916 2
1 7990 7
1 8057 7
1 8088 2
1 8195 4
1 8202 9
1 8302 1
1 8312 8
1 8373 4
1 8374 10
1 8381 6
1 8450 8
1 8459 6
1 8504 2
1 8572 4
1 8604 3
1 8620 7
1 8679 5
1 8774 6
1 8872 9
1 8933 5
1 8938 4
1 9011 1
1 9039 6
1 9064 10
1 9137 5
1 9205 8
1 9244 10
1 9257 6
1 9358 2
1 9365 7
1 9367 9
1 9371 9
1 9379 9
1 9443 6
1 9491 7
1 9506 2
1 9557 5
1 9644 5
1 9661 7
1 9679 8
1 9729 5
1 9742 3
1 9771 9
1 9780 5
1 9799 4
1 9818 2
1 9838 10
1 9927 3
1 9950 8
1 9996 10
2 95 6
2 143 1
2 150 3
2 172 3
2 203 1
2 342 4
2 399 5
2 414 6
2 433 8
2 447 4
2 521 6
2 533 8
2 579 6
2 662 7
2 701 9
2 712 9
2 732 3
2 752 1
2 781 4
2 801 1
2 804 8
2 823 7
2 833 9
2 848 10
2 906 4
2 1031 3
2 1043 7
2 1072 4
2 1107 7
2 1125 10
2 1128 3
2 1133 3
2 1220 8
2 1270 2
2 1277 4
2 1324 10
2 1344 8
2 1357 7
2 1365 9
2 1416 7
2 1427 4
2 1482 3
2 1499 1
2 1523 7
2 1614 7
2 1671 4
2 1701 10
2 1728 1
2 1756 4
2 1773 1
2 1788 6
2 1809 1
2 1829 3
2 2183 4
2 2268 2
2 2290 10
2 2291 9
2 2315 8
2 2329 4
2 2339 4
2 2349 1
2 2363 4
2 2410 3
2 2527 9
2 2564 10
2 2621 7
2 2677 2
2 2681 5
2 2783 8
2 2794 3
2 2847 4
2 2907 10
2 2929 5
2 2963 3
2 2970 8
2 3032 9
2 3044 7
2 3056 2
2 3224 3
2 3263 8
2 3295 6
2 3303 4
2 3357 2
2 3394 8
2 3469 5
2 3558 8
2 3577 6
2 3644 8
2 3676 5
2 3686 1
2 3726 6
2 3784 5
2 3797 2
2 3856 4
2 3882 6
2 3885 8
2 3952 4
2 3980 8
2 3998 7
2 4008 3
2 4097 2
2 4209 7
2 4219 10
2 4221 5
2 4290 10
2 4586 10
2 4626 7
2 4660 8
2 4728 2
2 4788 10
2 4806 5
2 4849 1
2 4900 4
2 4911 6
2 5031 8
2 5077 2
2 5083 10
2 5089 5
2 5123 10
2 5146 6
2 5230 10
2 5301 2
2 5339 10
2 5403 9
2 5559 4
2 5576 10
2 5731 5
2 6030 6
2 6042 7
2 6051 8
2 6088 5
2 6106 1
2 6294 8
2 6357 5
2 6368 7
2 6401 7
2 6444 6
2 6464 5
2 6529 10
2 6593 6
2 6601 9
2 6655 6
2 6752 6
2 6812 8
2 6816 2
2 6826 5
2 6976 3
2 7028 10
2 7070 9
2 7074 10
2 7107 6
2 7120 2
2 7156 2
2 7288 9
2 7391 7
2 7471 4
2 7541 8
2 7561 10
2 7573 5
2 7581 2
2 7630 3
2 7635 7
2 7686 4
2 7693 9
2 7752 9
2 7805 5
2 7806 1
2 7882 3
2 7890 1
2 7967 3
2 8090 1
2 8133 1
2 8142 6
2 8171 10
2 8175 6
2 8203 3
2 8210 6
2 8275 8
2 8337 3
2 8347 6
2 8367 5
2 8555 2
2 8632 6
2 8806 3
2 8876 5
2 8936 6
2 8953 8
2 9010 4
2 9086 4
2 9131 4
2 9165 10
2 9166 6
2 9195 4
2 9256 4
2 9312 9
2 9404 3
2 9468 5
2 9497 10
2 9550 4
2 9571 7
2 9604 6
2 9630 1
2 9739 9
2 9777 9
2 9781 1
2 9822 8
2 9823 6
2 9937 10
2 9979 6
3 67 7
3 85 4
3 292 9
3 293 5
3 299 9
3 325 5
3 363 5
3 416 10
3 446 1
3 488 6
3 499 10
3 561 1
3 599 8
3 707 6
3 730 6
3 774 5
3 797 7
3 937 1
3 1010 9
3 1063 1
3 1085 5
3 1132 7
3 1192 9
3 1255 3
3 1277 5
3 1339 9
3 1348 5
3 1415 4
3 1426 4
3 1492 5
3 1495 6
3 1728 2
3 1738 2
3 1787 9
3 1867 6
3 1931 10
3 1942 7
3 2051 6
3 2053 7
3 2158 1
3 2173 6
3 2200 5
3 2314 8
3 2388 3
3 2475 9
3 2569 3
3 2688 6
3 2689 5
3 2727 9
3 2783 10
3 2814 10
3 2819 2
3 2823 8
3 2926 7
3 2970 4
3 2973 5
3 3073 6
3 3244 6
3 3307 3
3 3320 4
3 3411 3
3 3449 4
3 3517 5
3 3544 6
3 3587 2
3 3697 10
3 3709 6
3 3721 2
3 3730 3
3 3731 10
3 3781 2
3 3819 6
3 3827 3
3 3870 3
3 3960 7
3 4025 3
3 4102 5
3 4249 5
3 4264 6
3 4270 5
3 4474 3
3 4477 9
3 4689 1
3 4699 8
3 4726 10
3 4743 6
3 4746 4
3 4782 3
3 4897 8
3 4912 4
3 4929 2
3 4937 8
3 4956 9
3 4986 2
3 4993 9
3 5068 7
3 5087 1
3 5126 1
3 5186 10
3 5291 6
3 5302 9
3 5394 7
3 5405 5
3 5407 1
3 5440 6
3 5532 8
3 5569 1
3 5585 1
3 5610 7
3 5779 8
3 5845 2
3 5936 4
3 5973 9
3 5977 10
3 6025 1
3 6050 7
3 6076 3
3 6077 4
3 6088 1
3 6200 1
3 6251 2
3 6259 5
3 6450 8
3 6452 7
3 6499 6
3 6550 3
3 6589 6
3 6689 10
3 6720 4
3 6738 9
3 6739 4
3 6787 1
3 6789 6
3 6803 5
3 6867 9
3 6951 1
3 6961 2
3 7029 1
3 7068 4
3 7090 4
3 7099 3
3 7171 1
3 7190 2
3 7289 8
3 7315 8
3 7323 6
3 7382 3
3 7397 8
3 7409 3
3 7506 3
3 7517 5
3 7579 3
3 7644 5
3 7729 6
3 7739 6
3 7831 1
3 7848 4
3 7862 4
3 7894 7
3 7960 5
3 7986 9
3 8117 6
3 8183 8
3 8287 2
3 8294 5
3 8310 8
3 8421 10
3 8463 8
3 8524 1
3 8609 1
3 8721 6
3 8736 3
3 8783 2
3 8913 2
3 8936 8
3 8968 2
3 9028 2
3 9094 3
3 9132 7
3 9140 6
3 9165 5
3 9275 3
3 9290 1
3 9291 9
3 9348 10
3 9380 7
3 9465 1
3 9540 2
3 9555 6
3 9632 6
3 9700 1
3 9840 10
3 9888 7
3 9898 8
3 9949 1
3 9992 5
4 41 6
4 46 8
4 90 8
4 215 10
4 225 7
4 260 8
4 286 3
4 304 3
4 325 9
4 328 9
4 358 8
4 395 4
4 469 10
4 495 4
4 558 5
4 586 9
4 715 7
4 722 7
4 756 7
4 885 7
4 899 9
4 920 3
4 923 6
4 929 10
4 939 8
4 940 4
4 1010 2
4 1060 1
4 1074 6
4 1109 2
4 1112 4
4 1158 10
4 1221 4
4 1297 6
4 1312 4
4 1329 2
4 1333 9
4 1339 3
4 1363 1
4 1367 7
4 1569 6
4 1584 2
4 1656 2
4 1660 3
4 1676 9
4 1823 10
4 1951 4
4 1984 7
4 1985 9
4 2076 8
4 2086 4
4 2124 2
4 2162 10
4 2240 10
4 2373 3
4 2415 6
4 2423 3
4 2462 1
4 2464 3
4 2478 6
4 2548 10
4 2624 5
4 2637 9
4 2681 5
4 2775 8
4 2890 7
4 2944 8
4 2981 4
4 2986 7
4 2988 3
4 2994 2
4 3014 2
4 3096 1
4 3208 10
4 3236 3
4 3334 5
4 3378 1
4 3413 8
4 3510 8
4 3511 9
4 3552 10
4 3574 6
4 3621 6
4 3672 3
4 3690 10
4 3720 10
4 3726 4
4 3779 2
4 3897 4
4 3993 3
4 4020 5
4 4283 5
4 4306 2
4 4343 10
4 4362 7
4 4372 9
4 4420 9
4 4480 1
4 4488 4
4 4500 1
4 4549 8
4 4583 3
4 4660 9
4 4696 3
4 4856 8
4 4921 5
4 5063 10
4 5153 7
4 5210 3
4 5247 10
4 5257 5
4 5272 7
4 5351 4
4 5434 3
4 5442 5
4 5486 8
4 5621 10
4 5728 7
4 5773 10
4 5783 4
4 5822 7
4 5957 1
4 5969 7
4 6040 6
4 6079 5
4 6081 2
4 6104 1
4 6148 9
4 6180 6
4 6198 4
4 6239 1
4 6292 9
4 6424 5
4 6560 5
4 6690 2
4 6770 5
4 6803 7
4 6838 5
4 6844 8
4 6854 5
4 6860 8
4 6863 2
4 6885 3
4 6939 8
4 6956 5
4 6957 1
4 6973 5
4 7079 10
4 7093 9
4 7216 3
4 7242 2
4 7360 10
4 7430 2
4 7448 10
4 7458 5
4 7483 2
4 7489 5
4 7554 4
4 7648 2
4 7665 5
4 7720 7
4 7841 3
4 7887 7
4 7891 8
4 7902 6
4 7946 7
4 7964 1
4 7979 9
4 8117 3
4 8173 10
4 8195 4
4 8203 1
4 8243 9
4 8304 1
4 8328 6
4 8377 3
4 8403 1
4 8412 4
4 8632 5
4 8633 2
4 8676 2
4 8678 8
4 8739 7
4 8859 4
4 8943 5
4 8950 2
4 8973 10
4 9092 5
4 9113 10
4 9131 5
4 9148 6
4 9189 7
4 9238 5
4 9250 7
4 9253 8
4 9291 8
4 9303 1
4 9408 6
4 9440 2
4 9441 7
4 9496 10
4 9557 7
4 9621 2
4 9629 4
4 9734 1
4 9782 10
4 9799 6
4 9804 6
4 9909 6
4 9924 8
4 9962 6
5 97 5
5 155 6
5 223 8
5 299 9
5 405 6
5 442 9
5 461 9
5 463 8
5 482 6
5 507 5
5 513 3
5 544 1
5 545 9
5 547 3
5 585 2
5 631 5
5 681 5
5 777 2
5 792 5
5 805 6
5 851 3
5 897 4
5 932 10
5 1000 5
5 1070 1
5 1077 8
5 1105 6
5 1184 3
5 1334 8
5 1342 2
5 1359 6
5 1382 9
5 1570 7
5 1632 5
5 1672 6
5 1693 2
5 1734 3
5 1761 5
5 1778 7
5 1796 4
5 1840 9
5 1920 8
5 1967 9
5 2095 8
5 2135 10
5 2237 8
5 2257 9
5 2292 1
5 2318 10
5 2344 10
5 2396 2
5 2515 6
5 2524 4
5 2528 7
5 2629 10
5 2632 6
5 2729 8
5 2738 3
5 2818 8
5 2826 3
5 2895 4
5 2947 1
5 3044 5
5 3092 10
5 3105 5
5 3137 6
5 3167 9
5 3297 8
5 3310 2
5 3311 7
5 3317 2
5 3420 1
5 3434 7
5 3465 6
5 3489 7
5 3524 2
5 3550 4
5 3571 3
5 3796 6
5 3806 9
5 3816 1
5 3882 5
5 3916 1
5 3922 5
5 4004 7
5 4187 1
5 4352 8
5 4361 1
5 4440 3
5 4632 6
5 4674 5
5 4704 1
5 4754 10
5 4803 1
5 4820 6
5 4975 8
5 4988 5
5 5176 7
5 5179 3
5 5180 2
5 5192 4
5 5211 10
5 5293 8
5 5349 10
5 5426 3
5 5431 6
5 5581 10
5 5631 8
5 5639 5
5 5667 9
5 5691 3
5 5730 1
5 5756 4
5 5912 5
5 5951 7
5 5972 5
5 5992 4
5 6067 1
5 6275 4
5 6278 9
5 6309 10
5 6342 2
5 6368 5
5 6393 5
5 6402 9
5 6476 7
5 6502 5
5 6531 4
5 6535 8
5 6573 8
5 6615 3
5 6633 2
5 6653 9
5 6691 7
5 6922 2
5 6923 8
5 7066 9
5 7091 9
5 7196 5
5 7233 9
5 7241 7
5 7245 6
5 7376 6
5 7439 4
5 7516 5
5 7521 10
5 7645 4
5 7660 7
5 7673 8
5 7714 2
5 7796 9
5 7839 3
5 7851 1
5 7875 3
5 7899 2
5 7985 9
5 8035 7
5 8060 7
5 8124 6
5 8174 9
5 8222 5
5 8228 6
5 8478 4
5 8495 2
5 8679 8
5 8697 1
5 8730 3
5 8731 1
5 8770 4
5 8832 10
5 8863 9
5 8912 6
5 8929 2
5 8942 8
5 9049 1
5 9307 3
5 9314 5
5 9326 6
5 9415 3
5 9516 2
5 9553 9
5 9561 2
5 9599 1
5 9660 3
5 9823 4
5 9836 6
5 9853 1
5 9869 2
5 9870 2
5 9939 5
5 9987 9
6 60 7
6 126 8
6 207 8
6 235 6
6 265 6
6 267 8
6 407 7
6 505 3
6 524 9
6 544 7
6 572 3
6 657 7
6 879 2
6 881 4
6 895 10
6 917 1
6 1018 1
6 1082 5
6 1145 3
6 1240 1
6 1341 7
6 1397 6
6 1480 3
6 1545 6
6 1575 9
6 1591 6
6 1654 7
6 1661 9
6 1668 10
6 1755 10
6 1808 6
6 1856 9
6 1871 10
6 2100 7
6 2119 1
6 2142 1
6 2174 4
6 2176 1
6 2181 4
6 2202 6
6 2289 6
6 2347 9
6 2535 6
6 2593 8
6 2630 2
6 2639 4
6 2662 4
6 2664 10
6 2812 3
6 2813 3
6 2849 9
6 3048 7
6 3106 6
6 3129 3
6 3281 7
6 3298 5
6 3303 8
6 3309 8
6 3414 2
6 3436 4
6 3548 1
6 3597 4
6 3702 6
6 3709 4
6 3748 2
6 3774 9
6 3781 6
6 3944 6
6 4094 1
6 4136 10
6 4162 9
6 4240 3
6 4248 7
6 4311 2
6 4320 6
6 4333 6
6 4394 7
6 4502 4
6 4554 4
6 4570 2
6 4615 1
6 4624 10
6 4627 7
6 4729 2
6 4751 1
6 4769 6
6 4800 8
6 4879 6
6 4914 10
6 4919 8
6 4922 2
6 4959 10
6 5074 5
6 5081 3
6 5124 8
6 5140 2
6 5149 8
6 5173 8
6 5175 9
6 5205 3
6 5263 10
6 5308 5
6 5335 4
6 5374 8
6 5449 2
6 5481 5
6 5540 6
6 5593 4
6 5643 5
6 5669 6
6 5843 9
6 5928 9
6 5941 9
6 5996 10
6 6035 10
6 6036 5
6 6047 2
6 6111 6
6 6137 4
6 6183 1
6 6211 1
6 6391 10
6 6426 3
6 6632 5
6 6650 2
6 6655 6
6 6743 7
6 6750 7
6 6817 7
6 6848 10
6 6850 1
6 6970 1
6 7017 10
6 7027 7
6 7097 9
6 7105 4
6 7156 6
6 7161 4
6 7174 3
6 7179 7
6 7222 8
6 7226 10
6 7234 7
6 7250 7
6 7256 5
6 7331 8
6 7390 1
6 7393 4
6 7417 7
6 7477 3
6 7636 9
6 7689 10
6 7695 10
6 7744 8
6 7746 8
6 7831 2
6 7858 10
6 7866 8
6 7871 2
6 7976 8
6 8012 3
6 8036 1
6 8066 9
6 8116 10
6 8173 6
6 8220 5
6 8242 2
6 8261 6
6 8306 1
6 8356 3
6 8377 5
6 8422 1
6 8439 9
6 8484 5
6 8625 7
6 8721 6
6 8722 8
6 8735 3
6 8936 2
6 8958 9
6 8960 4
6 9029 2
6 9042 3
6 9061 8
6 9218 9
6 9257 8
6 9313 2
6 9340 3
6 9400 1
6 9401 1
6 9465 6
6 9597 5
6 9620 10
6 9664 10
6 9771 1
6 9800 3
6 9831 8
6 9912 3
6 9926 1
6 9954 8
7 118 8
7 120 2
7 123 6
7 164 1
7 173 1
7 213 9
7 247 10
7 285 9
7 294 2
7 318 10
7 324 7
7 337 2
7 501 2
7 536 1
7 561 8
7 574 1
7 708 10
7 795 2
7 918 7
7 1073 9
7 1076 1
7 1129 7
7 1133 7
7 1228 8
7 1230 6
7 1272 10
7 1312 7
7 1437 2
7 1475 1
7 1531 10
7 1559 4
7 1585 7
7 1610 9
7 1708 2
7 1778 3
7 1809 6
7 1868 4
7 1949 1
7 1970 6
7 2065 10
7 2117 9
7 2119 5
7 2223 8
7 2228 4
7 2244 3
7 2269 9
7 2275 5
7 2334 1
7 2404 4
7 2415 4
7 2426 8
7 2438 10
7 2509 7
7 2517 2
7 2667 4
7 2697 5
7 2699 7
7 2762 2
7 2770 4
7 2803 10
7 2821 9
7 2860 1
7 2917 1
7 2921 7
7 2970 10
7 2973 8
7 3029 10
7 3064 4
7 3085 2
7 3170 5
7 3298 5
7 3365 7
7 3401 8
7 3454 6
7 3514 9
7 3662 6
7 3722 1
7 3748 10
7 3769 1
7 3785 9
7 3921 9
7 3956 7
7 3978 10
7 4125 9
7 4143 5
7 4270 1
7 4279 10
7 4375 4
7 4416 3
7 4467 2
7 4494 2
7 4533 1
7 4546 3
7 4572 8
7 4657 5
7 4710 9
7 4740 1
7 4748 8
7 4842 8
7 4861 8
7 4880 10
7 4903 3
7 4904 5
7 4915 10
7 5026 3
7 5055 1
7 5077 9
7 5101 3
7 5184 7
7 5217 8
7 5248 1
7 5380 8
7 5398 1
7 5459 9
7 5481 7
7 5550 5
7 5551 10
7 5637 9
7 5646 8
7 5665 4
7 5708 4
7 5735 4
7 5792 7
7 5918 4
7 6106 7
7 6111 3
7 6217 10
7 6258 2
7 6419 2
7 6433 10
7 6588 3
7 6614 6
7 6626 1
7 6682 1
7 6778 3
7 6784 4
7 6885 2
7 6992 1
7 7005 3
7 7084 6
7 7101 3
7 7113 8
7 7209 8
7 7226 8
7 7300 4
7 7331 8
7 7362 9
7 7403 9
7 7435 3
7 7461 8
7 7470 7
7 7598 7
7 7656 7
7 7694 3
7 7721 10
7 7742 9
7 7781 1
7 7790 9
7 7803 1
7 7812 5
7 7870 3
7 7957 4
7 8034 10
7 8140 6
7 8214 4
7 8226 3
7 8385 4
7 8418 1
7 8421 8
7 8435 2
7 8477 5
7 8511 9
7 8588 5
7 8939 2
7 9032 6
7 9087 7
7 9134 9
7 9149 9
7 9385 5
7 9401 4
7 9461 1
7 9478 3
7 9518 6
7 9562 10
7 9581 1
7 9660 4
7 9673 2
7 9683 4
7 9695 2
7 9704 7
7 9723 1
7 9754 9
7 9833 4
7 9868 8
7 9877 7
7 9916 3
7 9955 5
8 9 2
8 23 2
8 56 5
8 62 6
8 78 8
8 119 1
8 155 3
8 217 3
8 220 9
8 473 4
8 577 3
8 595 7
8 601 6
8 625 4
8 687 1
8 719 10
8 777 8
8 779 3
8 901 9
8 942 2
8 1007 10
8 1051 7
8 1117 1
8 1132 8
8 1277 10
8 1282 1
8 1309 1
8 1331 1
8 1348 2
8 1349 4
8 1370 6
8 1434 7
8 1436 6
8 1559 7
8 1594 8
8 1729 4
8 1756 9
8 1778 5
8 1817 10
8 1865 6
8 1939 1
8 1961 3
8 2021 6
8 2103 3
8 2158 7
8 2227 6
8 2263 2
8 2285 1
8 2325 10
8 2368 8
8 2399 2
8 2459 4
8 2634 9
8 2639 6
8 2759 7
8 2763 2
8 2966 6
8 2980 4
8 3064 2
8 3172 3
8 3229 1
8 3351 3
8 3431 10
8 3436 7
8 3547 4
8 3641 8
8 3646 9
8 3653 1
8 3754 6
8 3760 3
8 3778 10
8 3898 6
8 3916 7
8 3985 6
8 3986 4
8 4099 8
8 4147 9
8 4157 5
8 4278 7
8 4313 6
8 4352 6
8 4387 4
8 4401 5
8 4555 3
8 4567 2
8 4606 1
8 4656 10
8 4671 5
8 4694 10
8 4801 7
8 4874 5
8 4971 9
8 5000 2
8 5143 1
8 5154 7
8 5166 1
8 5235 7
8 5254 8
8 5291 7
8 5330 6
8 5351 1
8 5382 3
8 5411 7
8 5435 3
8 5457 2
8 5521 8
8 5548 2
8 5667 8
8 5707 4
8 5753 1
8 5811 5
8 5864 8
8 5887 1
8 6005 3
8 6126 3
8 6232 10
8 6261 4
8 6285 5
8 6288 2
8 6368 5
8 6380 10
8 6390 7
8 6419 2
8 6457 8
8 6528 7
8 6546 6
8 6595 5
8 6649 8
8 6695 5
8 6824 9
8 6839 5
8 6868 6
8 6911 3
8 6928 3
8 6936 2
8 6953 8
8 6974 7
8 7011 7
8 7072 4
8 7074 5
8 7176 10
8 7205 2
8 7255 6
8 7259 9
8 7260 6
8 7393 8
8 7411 10
8 7423 1
8 7582 4
8 7608 5
8 7748 10
8 7795 2
8 7876 3
8 7879 3
8 7937 6
8 8084 2
8 8109 1
8 8195 6
8 8211 1
8 8332 3
8 8386 5
8 8430 9
8 8458 7
8 8559 6
8 8604 6
8 8606 10
8 8642 9
8 8724 3
8 8734 9
8 8737 3
8 8778 1
8 8799 6
8 8800 8
8 8802 8
8 8968 9
8 8989 5
8 9047 1
8 9073 2
8 9165 10
8 9171 7
8 9182 5
8 9226 6
8 9233 6
8 9252 3
8 9313 10
8 9357 7
8 9423 9
8 9425 1
8 9433 8
8 9454 4
8 9460 7
8 9544 7
8 9552 1
8 9601 3
8 9603 4
8 9734 10
8 9758 9
8 9785 7
8 9788 5
8 9806 8
8 9822 2
8 9832 6
8 9852 2
8 9939 3
9 88 1
9 98 3
9 121 8
9 154 10
9 187 7
9 238 9
9 239 1
9 256 7
9 267 5
9 273 1
9 279 2
9 303 7
9 320 10
9 347 3
9 358 4
9 438 4
9 503 2
9 708 2
9 764 7
9 795 5
9 868 3
9 887 10
9 904 8
9 1054 8
9 1072 1
9 1247 10
9 1278 3
9 1335 7
9 1414 3
9 1437 10
9 1522 3
9 1560 5
9 1616 1
9 1636 6
9 1666 2
9 1668 8
9 1845 8
9 2050 9
9 2068 3
9 2139 8
9 2387 10
9 2414 2
9 2465 8
9 2498 3
9 2501 2
9 2527 3
9 2601 8
9 2721 4
9 2814 4
9 2865 5
9 2883 9
9 2941 5
9 3176 8
9 3224 10
9 3325 4
9 3480 5
9 3539 9
9 3601 5
9 3603 5
9 3714 7
9 3750 1
9 3775 8
9 3812 2
9 3927 4
9 3957 4
9 3981 6
9 4003 4
9 4046 9
9 4057 7
9 4130 1
9 4224 6
9 4279 3
9 4308 6
9 4340 8
9 4346 3
9 4433 5
9 4447 5
9 4461 2
9 4482 6
9 4677 6
9 4777 2
9 4780 9
9 4830 8
9 4923 4
9 4956 9
9 5057 6
9 5182 10
9 5299 6
9 5321 6
9 5410 6
9 5411 6
9 5428 1
9 5430 8
9 5463 5
9 5507 8
9 5522 8
9 5525 10
9 5574 6
9 5619 2
9 5771 5
9 5776 4
9 5789 10
9 5842 6
9 5907 5
9 5922 3
9 6009 1
9 6010 6
9 6022 3
9 6023 10
9 6081 4
9 6082 10
9 6100 2
9 6108 7
9 6171 7
9 6232 4
9 6249 4
9 6304 8
9 6437 1
9 6446 9
9 6461 7
9 6505 10
9 6510 1
9 6554 6
9 6588 1
9 6608 7
9 6626 4
9 6800 2
9 6894 8
9 6919 1
9 6978 5
9 6986 6
9 6989 10
9 7037 1
9 7100 7
9 7178 8
9 7289 5
9 7605 9
9 7718 2
9 7731 4
9 7749 2
9 7771 2
9 7805 1
9 7838 4
9 7845 7
9 7855 2
9 7870 6
9 7917 3
9 7935 2
9 7949 6
9 8022 8
9 8025 6
9 8106 7
9 8141 1
9 8220 3
9 8283 6
9 8303 1
9 8313 3
9 8354 2
9 8466 4
9 8520 7
9 8538 2
9 8604 9
9 8668 10
9 8765 3
9 8779 1
9 8785 7
9 8862 2
9 8947 7
9 8954 5
9 8977 4
9 9033 8
9 9061 2
9 9118 4
9 9207 10
9 9260 4
9 9313 5
9 9317 6
9 9330 4
9 9335 3
9 9382 8
9 9383 2
9 9387 4
9 9426 1
9 9443 2
9 9444 10
9 9547 4
9 9576 5
9 9594 5
9 9689 9
9 9708 5
9 9728 3
9 9786 8
9 9808 5
9 9907 7
9 9955 3
9 9998 8
10 99 6
10 110 1
10 160 2
10 179 4
10 190 4
10 274 10
10 282 8
10 447 8
10 485 9
10 490 4
10 511 7
10 607 2
10 622 6
10 710 1
10 815 2
10 841 4
10 950 5
10 962 6
10 1151 8
10 1213 7
10 1226 1
10 1227 5
10 1355 4
10 1361 4
10 1416 4
10 1434 5
10 1448 6
10 1467 1
10 1515 1
10 1583 6
10 1849 5
10 1914 7
10 1934 4
10 1957 4
10 2024 5
10 2025 7
10 2070 4
10 2105 8
10 2115 7
10 2125 2
10 2153 4
10 2156 2
10 2171 9
10 2203 5
10 2221 2
10 2267 1
10 2327 3
