3000 89890
3 1972 7
3 2040 10
3 2087 10
3 2149 1
3 2157 7
3 2168 8
3 2288 4
3 2380 8
3 2454 10
3 2526 7
3 2604 9
3 2641 2
3 2643 8
3 2709 2
3 2768 3
3 2874 10
3 2907 7
3 2938 9
4 118 7
4 198 1
4 246 3
4 361 7
4 366 10
4 581 8
4 620 4
4 648 2
4 674 6
4 708 8
4 709 8
4 727 1
4 744 5
4 779 10
4 818 5
4 850 6
4 889 9
4 931 8
4 1011 2
4 1021 8
4 1084 4
4 1087 9
4 1089 6
4 1133 10
4 1229 8
4 1296 10
4 1322 3
4 1378 7
4 1384 5
4 1514 5
4 1545 1
4 1685 5
4 1708 8
4 1738 7
4 1748 8
4 1825 1
4 1910 10
4 1918 2
4 2012 8
4 2031 8
4 2127 6
4 2185 3
4 2281 1
4 2289 10
4 2334 2
4 2412 10
4 2418 7
4 2488 9
4 2607 2
4 2653 1
4 2683 1
4 2698 6
4 2822 6
4 2843 2
4 2894 3
4 2948 9
5 33 2
5 36 8
5 83 8
5 120 10
5 255 8
5 266 8
5 290 3
5 353 1
5 427 2
5 547 8
5 572 8
5 591 3
5 595 10
5 771 2
5 828 9
5 851 8
5 975 4
5 1008 2
5 1019 3
5 1064 8
5 1124 1
5 1195 8
5 1361 8
5 1423 3
5 1436 8
5 1532 10
5 1560 9
5 1624 7
5 1627 1
5 1640 10
5 1669 9
5 1680 4
5 1687 3
5 1706 7
5 1750 3
5 1753 8
5 1807 8
5 1826 6
5 1871 2
5 1980 2
5 1997 5
5 2039 6
5 2045 8
5 2048 10
5 2102 2
5 2136 4
5 2181 7
5 2266 10
5 2269 8
5 2363 2
5 2507 8
5 2618 7
5 2718 1
5 2747 9
5 2758 2
5 2763 8
5 2830 2
5 2934 4
6 15 6
6 82 9
6 113 6
6 220 5
6 227 5
6 327 4
6 337 4
6 398 1
6 399 8
6 406 7
6 475 1
6 484 1
6 529 9
6 597 4
6 629 10
6 645 6
6 704 4
6 799 10
6 897 2
6 958 8
6 963 6
6 1036 2
6 1064 8
6 1089 5
6 1162 8
6 1230 8
6 1269 4
6 1282 9
6 1383 4
6 1390 7
6 1392 8
6 1396 7
6 1404 7
6 1468 3
6 1516 5
6 1531 1
6 1582 6
6 1669 5
6 1686 8
6 1704 3
6 1754 8
6 1767 4
6 1796 2
6 1805 8
6 1824 6
6 1843 1
6 1863 5
6 1952 10
6 1975 2
6 2021 8
6 2117 1
6 2165 7
6 2172 8
6 2194 2
6 2225 3
6 2364 10
6 2421 3
6 2436 6
6 2455 6
6 2469 5
6 2543 3
6 2555 4
6 2601 7
6 2684 7
6 2723 9
6 2734 2
6 2754 3
6 2774 8
6 2803 9
6 2823 1
6 2826 8
6 2845 4
6 2855 8
6 2870 8
6 2928 6
7 61 4
7 73 1
7 102 3
7 137 5
7 155 1
7 158 9
7 163 8
7 250 7
7 300 2
7 307 7
7 354 2
7 374 5
7 387 10
7 395 10
7 446 1
7 457 8
7 512 5
7 529 2
7 553 3
7 644 2
7 701 8
7 731 2
7 758 8
7 786 2
7 803 2
7 818 5
7 839 3
7 859 9
7 1213 4
7 1298 10
7 1320 6
7 1321 6
7 1345 1
7 1359 4
7 1369 1
7 1379 2
7 1393 10
7 1440 3
7 1557 2
7 1594 5
7 1651 8
7 1707 2
7 1711 1
7 1813 2
7 1824 1
7 1877 2
7 1937 9
7 1959 10
7 1993 3
7 2000 9
7 2062 7
7 2074 2
7 2086 1
7 2254 8
7 2293 8
7 2325 4
7 2333 5
7 2387 10
7 2424 2
7 2499 3
7 2588 1
7 2607 4
7 2674 9
7 2706 5
7 2716 2
7 2756 3
7 2814 7
7 2827 9
7 2886 10
7 2912 3
7 2915 1
7 2982 7
8 19 10
8 37 3
8 47 3
8 136 3
8 248 3
8 258 9
8 260 9
8 329 10
8 625 9
8 665 9
8 699 10
8 767 7
8 827 8
8 845 4
8 888 4
8 939 3
8 950 6
8 1070 6
8 1116 7
8 1122 5
8 1128 6
8 1162 7
8 1185 3
8 1269 9
8 1340 2
8 1378 2
8 1442 10
8 1598 9
8 1615 5
8 1770 5
8 2069 9
8 2081 3
8 2090 6
8 2127 8
8 2145 10
8 2333 1
8 2396 8
8 2407 4
8 2440 7
8 2483 3
8 2503 5
8 2568 6
8 2632 1
8 2640 9
8 2694 10
8 2791 6
8 2851 1
8 2855 1
8 2865 1
9 25 4
9 77 1
9 119 1
9 123 5
9 156 9
9 169 2
9 205 5
9 337 8
9 440 8
9 520 5
9 590 8
9 610 9
9 622 2
9 630 8
9 679 8
9 684 10
9 735 6
9 742 6
9 801 4
9 854 1
9 855 8
9 931 1
9 939 5
9 1016 4
9 1139 2
9 1182 1
9 1191 6
9 1220 10
9 1224 9
9 1252 6
9 1259 4
9 1324 9
9 1386 10
9 1396 10
9 1416 10
9 1604 9
9 1681 4
9 1855 6
9 1925 1
9 1985 2
9 2002 3
9 2059 1
9 2135 4
9 2180 5
9 2214 6
9 2215 10
9 2244 9
9 2305 1
9 2361 1
9 2453 5
9 2517 5
9 2546 1
9 2599 8
9 2620 4
9 2653 2
9 2679 7
9 2788 1
9 2826 10
9 2830 4
9 2871 3
9 2872 2
9 2986 4
10 39 4
10 123 2
10 141 5
10 348 8
10 349 3
10 355 7
10 381 1
10 419 4
10 472 4
10 502 10
10 544 2
10 555 6
10 617 6
10 655 4
10 763 3
10 786 10
10 830 9
10 853 1
10 993 2
10 1066 5
10 1119 7
10 1141 7
10 1188 1
10 1248 10
10 1311 4
10 1333 9
10 1395 4
10 1404 3
10 1471 7
10 1482 1
10 1548 2
10 1551 9
10 1784 6
10 1794 7
10 1843 4
10 1923 7
10 1987 8
10 1998 3
10 2107 7
10 2109 2
10 2214 9
10 2229 9
10 2256 2
10 2370 5
10 2444 9
10 2531 8
10 2625 8
10 2744 6
10 2745 2
10 2783 4
10 2839 2
10 2870 6
10 2875 5
10 2879 9
10 2982 3
11 38 1
11 41 6
11 141 2
11 312 2
11 375 9
11 388 3
11 479 5
11 517 3
11 585 8
11 612 4
11 655 10
11 765 8
11 777 1
11 789 9
11 798 6
11 799 4
11 849 6
11 887 9
11 895 3
11 938 4
11 1028 7
11 1093 9
11 1170 6
11 1317 2
11 1332 10
11 1338 4
11 1542 6
11 1545 10
11 1757 10
11 1767 2
11 1794 3
11 1811 8
11 1814 6
11 1850 10
11 1965 8
11 1980 5
11 1997 10
11 2005 1
11 2024 5
11 2054 5
11 2061 5
11 2136 3
11 2155 6
11 2194 8
11 2254 1
11 2359 4
11 2370 10
11 2462 6
11 2473 3
11 2475 2
11 2508 9
11 2600 9
11 2637 4
11 2653 7
11 2678 8
11 2847 9
11 2913 5
12 17 5
12 54 7
12 58 6
12 106 7
12 131 5
12 157 7
12 158 1
12 169 5
12 281 5
12 332 2
12 340 4
12 531 1
12 533 2
12 580 1
12 631 10
12 670 6
12 770 8
12 801 1
12 819 1
12 820 6
12 868 10
12 870 3
12 884 5
12 948 9
12 1032 8
12 1042 3
12 1110 2
12 1149 10
12 1171 1
12 1180 2
12 1252 7
12 1271 2
12 1370 3
12 1396 6
12 1404 8
12 1463 7
12 1478 2
12 1490 6
12 1587 1
12 1598 2
12 1660 3
12 1725 3
12 1810 9
12 1820 6
12 1912 8
12 1929 7
12 1943 4
12 1975 8
12 2041 6
12 2067 7
12 2198 3
12 2264 9
12 2368 7
12 2375 3
12 2391 1
12 2502 3
12 2544 5
12 2605 2
12 2690 7
12 2802 3
12 2817 10
12 2864 9
12 2994 10
13 31 10
13 63 9
13 123 5
13 189 7
13 227 5
13 235 9
13 260 3
13 370 1
13 385 2
13 386 5
13 443 7
13 475 9
13 560 7
13 635 3
13 650 4
13 727 2
13 795 6
13 935 9
13 983 6
13 993 9
13 1044 3
13 1087 5
13 1131 6
13 1136 4
13 1180 7
13 1305 9
13 1315 9
13 1350 4
13 1376 2
13 1394 3
13 1415 8
13 1418 4
13 1448 8
13 1485 9
13 1559 9
13 1585 4
13 1648 7
13 1676 10
13 1805 6
13 1812 3
13 1846 10
13 1975 10
13 1989 3
13 2010 7
13 2013 1
13 2019 4
13 2029 8
13 2030 5
13 2100 1
13 2150 2
13 2164 8
13 2199 3
13 2202 3
13 2248 3
13 2311 3
13 2387 7
13 2402 7
13 2419 7
13 2423 5
13 2429 5
13 2453 1
13 2457 9
13 2659 10
13 2674 1
13 2746 7
13 2750 10
13 2766 1
13 2913 2
14 56 7
14 89 6
14 90 8
14 181 3
14 191 6
14 229 6
14 267 8
14 345 9
14 478 9
14 520 3
14 528 6
14 567 1
14 569 10
14 583 7
14 653 8
14 729 7
14 742 2
14 786 5
14 880 8
14 995 4
14 1049 2
14 1086 3
14 1091 7
14 1093 3
14 1099 4
14 1119 1
14 1201 8
14 1313 8
14 1341 4
14 1439 4
14 1483 5
14 1518 8
14 1615 4
14 1616 5
14 1657 5
14 1679 3
14 1726 3
14 1777 3
14 1795 6
14 1825 10
14 1831 5
14 1884 5
14 2002 8
14 2098 8
14 2125 10
14 2388 1
14 2411 5
14 2448 10
14 2467 4
14 2477 1
14 2525 6
14 2585 4
14 2593 3
14 2605 2
14 2654 1
14 2688 5
14 2765 3
14 2801 5
14 2961 9
15 42 9
15 184 1
15 274 5
15 331 9
15 368 1
15 378 5
15 393 3
15 472 6
15 555 1
15 563 6
15 607 6
15 742 6
15 849 6
15 894 6
15 904 5
15 943 6
15 1078 4
15 1090 1
15 1161 2
15 1200 9
15 1202 7
15 1225 8
15 1269 6
15 1301 4
15 1319 3
15 1360 6
15 1413 8
15 1545 1
15 1681 5
15 1811 8
15 1891 3
15 1924 10
15 1959 7
15 1965 3
15 1975 3
15 1981 7
15 1984 7
15 2006 7
15 2060 1
15 2077 1
15 2078 3
15 2094 1
15 2200 6
15 2214 5
15 2337 5
15 2363 10
15 2481 4
15 2551 5
15 2569 6
15 2579 2
15 2604 8
15 2610 2
15 2675 6
15 2769 3
15 2786 1
15 2841 3
15 2962 10
16 25 3
16 29 8
16 40 2
16 84 10
16 102 4
16 117 9
16 255 10
16 311 2
16 333 2
16 341 4
16 381 1
16 442 3
16 466 2
16 515 1
16 541 3
16 550 5
16 770 10
16 771 1
16 814 6
16 816 1
16 877 10
16 997 3
16 1081 3
16 1088 7
16 1111 10
16 1230 9
16 1251 2
16 1269 10
16 1286 9
16 1327 8
16 1376 9
16 1388 1
16 1391 6
16 1429 3
16 1441 5
16 1546 4
16 1578 10
16 1579 4
16 1634 1
16 1695 4
16 1759 6
16 1767 10
16 1872 1
16 1920 9
16 1937 5
16 1942 9
16 2047 10
16 2062 3
16 2100 7
16 2229 1
16 2287 7
16 2355 5
16 2431 7
16 2537 3
16 2574 7
16 2593 6
16 2595 9
16 2614 9
16 2639 2
16 2645 3
16 2676 8
16 2677 10
16 2679 4
16 2717 9
16 2763 1
16 2813 7
16 2909 3
16 2924 1
16 2937 2
16 2983 9
17 47 2
17 82 1
17 150 9
17 220 5
17 227 6
17 255 2
17 334 7
17 484 9
17 492 7
17 509 8
17 532 5
17 720 8
17 782 5
17 822 3
17 843 7
17 884 5
17 911 8
17 928 10
17 946 2
17 990 1
17 1070 4
17 1117 10
17 1245 6
17 1285 8
17 1387 1
17 1407 2
17 1442 7
17 1468 4
17 1494 7
17 1546 10
17 1665 1
17 1674 9
17 1678 3
17 1779 2
17 1782 5
17 1879 6
17 1888 6
17 1968 4
17 1976 9
17 2045 9
17 2097 5
17 2194 5
17 2242 8
17 2255 5
17 2287 9
17 2317 3
17 2447 1
17 2460 10
17 2461 3
17 2467 5
17 2570 3
17 2584 10
17 2615 9
17 2639 7
17 2674 3
17 2700 2
17 2721 10
17 2946 10
17 2956 2
17 2966 2
18 51 7
18 85 7
18 91 9
18 173 5
18 356 2
18 521 2
18 530 1
18 609 2
18 801 7
18 843 10
18 873 3
18 923 4
18 972 4
18 989 4
18 1144 5
18 1157 7
18 1345 7
18 1348 2
18 1349 6
18 1361 1
18 1380 7
18 1462 7
18 1518 9
18 1595 8
18 1600 5
18 1750 5
18 1800 2
18 1808 10
18 1836 2
18 1860 7
18 1899 10
18 1925 3
18 2081 1
18 2120 5
18 2141 10
18 2161 3
18 2236 9
18 2444 4
18 2447 9
18 2478 5
18 2511 1
18 2537 4
18 2562 8
18 2571 5
18 2645 1
18 2671 9
18 2700 5
18 2704 10
18 2742 1
18 2784 6
18 2802 7
18 2822 5
18 2860 3
19 111 6
19 112 5
19 255 5
19 280 3
19 385 2
19 422 2
19 430 6
19 434 8
19 565 1
19 628 10
19 705 3
19 710 8
19 834 2
19 849 10
19 862 2
19 903 10
19 985 9
19 1028 3
19 1040 5
19 1064 7
19 1088 8
19 1174 3
19 1224 9
19 1249 10
19 1313 3
19 1363 8
19 1411 1
19 1417 3
19 1667 3
19 1684 2
19 1868 2
19 1886 4
19 1919 7
19 1920 6
19 1959 8
19 2021 3
19 2052 9
19 2101 5
19 2118 2
19 2131 10
19 2238 4
19 2496 5
19 2503 10
19 2515 4
19 2604 6
19 2705 4
19 2742 2
19 2750 7
19 2788 4
19 2849 2
20 33 7
20 46 6
20 63 1
20 79 2
20 80 10
20 149 8
20 197 3
20 263 5
20 329 2
20 410 2
20 438 6
20 468 3
20 470 1
20 610 10
20 708 3
20 727 2
20 747 2
20 775 6
20 860 5
20 1082 6
20 1084 6
20 1098 7
20 1120 2
20 1221 8
20 1285 6
20 1348 3
20 1443 1
20 1544 4
20 1600 6
20 1683 8
20 1748 3
20 1778 2
20 1794 5
20 1857 6
20 1864 4
20 1871 8
20 1958 2
20 2011 3
20 2059 4
20 2074 5
20 2303 10
20 2322 8
20 2345 6
20 2377 2
20 2379 6
20 2384 10
20 2405 5
20 2492 2
20 2550 4
20 2738 6
20 2796 8
20 2833 8
20 2842 3
20 2865 1
20 2867 5
21 37 7
21 38 6
21 74 7
21 273 6
21 331 5
21 354 7
21 506 5
21 523 4
21 528 2
21 534 5
21 639 2
21 661 4
21 773 7
21 822 10
21 927 8
21 934 2
21 973 4
21 999 1
21 1006 4
21 1169 5
21 1319 3
21 1361 2
21 1387 8
21 1465 3
21 1473 6
21 1536 3
21 1545 1
21 1558 4
21 1619 9
21 1727 4
21 1779 8
21 1795 2
21 1840 8
21 1849 3
21 1852 7
21 1954 10
21 1976 8
21 1994 6
21 2025 1
21 2104 2
21 2139 10
21 2144 10
21 2147 3
21 2184 8
21 2299 6
21 2306 8
21 2349 4
21 2365 1
21 2374 6
21 2398 4
21 2400 8
21 2430 5
21 2488 1
21 2533 1
21 2560 8
21 2599 3
21 2674 8
21 2706 6
21 2765 9
21 2818 8
21 2868 4
21 2894 10
22 91 4
22 176 4
22 189 5
22 244 5
22 283 8
22 284 8
22 295 3
22 359 5
22 385 2
22 431 2
22 459 2
22 639 5
22 674 8
22 880 8
22 898 6
22 903 10
22 991 5
22 998 8
22 1065 4
22 1096 2
22 1098 9
22 1218 7
22 1265 10
22 1275 7
22 1345 7
22 1353 4
22 1404 1
22 1409 5
22 1422 9
22 1427 6
22 1470 6
22 1474 2
22 1482 1
22 1498 10
22 1504 8
22 1579 8
22 1638 4
22 1641 8
22 1665 3
22 1725 4
22 1884 5
22 1937 9
22 1943 9
22 1992 2
22 1994 8
22 2079 2
22 2106 6
22 2114 8
22 2119 1
22 2224 1
22 2260 6
22 2284 3
22 2314 1
22 2364 3
22 2421 8
22 2468 6
22 2490 2
22 2509 2
22 2554 6
22 2604 3
22 2625 1
22 2670 4
22 2687 10
22 2732 6
22 2873 2
22 2969 10
22 2970 6
22 2983 5
23 208 9
23 230 7
23 232 2
23 301 9
23 314 10
23 333 6
23 490 7
23 529 9
23 585 1
23 612 1
23 672 5
23 673 6
23 737 3
23 869 8
23 892 3
23 936 8
23 1043 10
23 1072 4
23 1103 1
23 1184 10
23 1198 2
23 1226 9
23 1382 2
23 1384 1
23 1387 5
23 1428 2
23 1437 9
23 1477 8
23 1511 4
23 1549 3
23 1558 4
23 1582 3
23 1588 2
23 1601 1
23 1765 6
23 1800 4
23 1825 9
23 1838 3
23 1972 2
23 2059 9
23 2182 9
23 2337 10
23 2340 3
23 2393 10
23 2397 9
23 2492 5
23 2494 3
23 2536 4
23 2576 3
23 2701 8
23 2739 6
23 2795 8
23 2823 8
23 2849 8
23 2874 8
23 2972 1
24 67 3
24 98 8
24 157 4
24 238 7
24 259 4
24 354 6
24 406 2
24 408 4
24 512 9
24 517 2
24 533 3
24 558 6
24 564 8
24 623 4
24 693 2
24 704 1
24 715 10
24 727 1
24 798 1
24 806 10
24 956 7
24 986 2
24 988 3
24 1051 1
24 1059 3
24 1092 8
24 1110 6
24 1149 6
24 1206 10
24 1210 8
24 1259 8
24 1262 3
24 1318 3
24 1353 5
24 1374 4
24 1459 5
24 1587 6
24 1654 1
24 1690 5
24 1743 2
24 1803 4
24 1951 9
24 2011 10
24 2037 7
24 2058 5
24 2074 9
24 2210 2
24 2245 5
24 2267 2
24 2414 1
24 2432 8
24 2559 1
24 2568 10
24 2664 6
24 2705 10
24 2756 6
24 2783 1
24 2822 2
24 2835 8
24 2861 6
24 2946 6
24 2999 6
25 55 9
25 63 7
25 157 3
25 176 9
25 195 3
25 218 6
25 219 8
25 230 3
25 341 2
25 370 5
25 392 4
25 416 2
25 499 8
25 532 4
25 563 4
25 695 1
25 713 3
25 774 10
25 796 9
25 865 10
25 866 5
25 952 3
25 961 5
25 980 1
25 1023 6
25 1050 8
25 1107 6
25 1233 6
25 1421 8
25 1426 6
25 1532 7
25 1573 1
25 1734 7
25 1748 7
25 1903 8
25 1929 9
25 1941 6
25 1997 1
25 2093 1
25 2099 2
25 2200 4
25 2307 8
25 2320 4
25 2399 2
25 2416 4
25 2428 1
25 2524 8
25 2541 4
25 2615 5
25 2646 3
25 2677 2
25 2718 3
25 2750 9
25 2776 5
25 2785 2
25 2913 8
25 2971 5
26 36 5
26 63 7
26 84 1
26 123 1
26 132 10
26 145 3
26 154 9
26 212 2
26 299 10
26 376 9
26 482 8
26 556 9
26 568 9
26 727 9
26 760 8
26 763 2
26 777 5
26 819 2
26 853 3
26 930 6
26 1281 7
26 1374 2
26 1429 9
26 1476 3
26 1491 4
26 1727 8
26 1743 9
26 1803 6
26 1820 8
26 1860 3
26 1904 7
26 1923 9
26 2002 2
26 2015 2
26 2025 10
26 2037 9
26 2046 7
26 2065 6
26 2096 10
26 2175 7
26 2210 3
26 2219 4
26 2258 8
26 2297 6
26 2342 8
26 2356 4
26 2389 7
26 2395 1
26 2411 6
26 2452 6
26 2488 5
26 2550 2
26 2553 9
26 2806 8
26 2910 10
26 2928 9
26 2934 8
26 2958 6
27 48 2
27 80 8
27 138 9
27 140 4
27 262 7
27 303 9
27 368 9
27 412 9
27 478 8
27 493 4
27 638 2
27 643 10
27 670 6
27 692 2
27 709 2
27 710 1
27 731 8
27 795 10
27 797 5
27 920 6
27 955 9
27 1090 9
27 1117 8
27 1139 2
27 1178 5
27 1226 1
27 1300 7
27 1322 5
27 1382 10
27 1464 10
27 1519 5
27 1588 9
27 1624 3
27 1646 6
27 1686 5
27 1729 6
27 1760 7
27 1820 1
27 1995 5
27 2000 8
27 2120 2
27 2124 3
27 2327 3
27 2341 8
27 2425 7
27 2533 5
27 2590 1
27 2712 4
27 2792 2
27 2797 6
27 2908 4
28 31 7
28 36 6
28 43 9
28 144 3
28 150 5
28 168 10
28 288 1
28 306 6
28 375 6
28 376 8
28 489 7
28 537 6
28 547 6
28 668 8
28 703 2
28 742 2
28 777 3
28 791 4
28 945 7
28 957 8
28 996 9
28 1046 7
28 1061 1
28 1084 5
28 1191 6
28 1264 3
28 1361 1
28 1390 5
28 1533 5
28 1544 6
28 1556 8
28 1625 4
28 1644 7
28 1681 2
28 1720 1
28 1741 2
28 1772 4
28 1801 9
28 1825 3
28 1847 5
28 1911 4
28 1938 10
28 2057 7
28 2097 6
28 2143 2
28 2201 3
28 2254 3
28 2277 2
28 2395 9
28 2516 7
28 2622 7
28 2651 1
28 2675 8
28 2678 7
28 2758 5
28 2770 4
28 2780 6
28 2809 9
28 2847 2
28 2918 4
28 2936 6
28 2985 8
29 69 4
29 115 3
29 244 1
29 259 8
29 288 7
29 331 10
29 348 4
29 356 8
29 373 1
29 394 1
29 431 5
29 492 8
29 494 4
29 596 5
29 625 10
29 675 6
29 679 1
29 680 1
29 813 3
29 831 2
29 843 6
29 1002 7
29 1028 3
29 1168 9
29 1215 7
29 1296 1
29 1299 10
29 1357 5
29 1504 1
29 1529 9
29 1615 7
29 1631 1
29 1752 4
29 1806 7
29 1850 1
29 1878 7
29 1979 1
29 2024 9
29 2026 1
29 2062 7
29 2144 8
29 2154 8
29 2157 9
29 2198 5
29 2219 1
29 2220 4
29 2222 6
29 2388 2
29 2409 9
29 2467 2
29 2493 6
29 2585 6
29 2591 8
29 2602 5
29 2646 2
29 2653 5
29 2672 5
29 2733 8
29 2777 10
29 2843 9
29 2845 6
29 2853 1
29 2874 4
29 2880 5
29 2964 9
29 2972 2
30 52 4
30 54 1
30 185 7
30 209 2
30 236 7
30 239 6
30 257 3
30 273 3
30 283 5
30 303 10
30 390 3
30 529 3
30 539 3
30 562 7
30 595 2
30 628 3
30 679 6
30 680 5
30 697 4
30 708 6
30 714 8
30 720 6
30 744 2
30 761 4
30 788 3
30 799 7
30 879 5
30 944 8
30 1149 4
30 1205 9
30 1236 1
30 1309 6
30 1328 5
30 1345 10
30 1495 5
30 1513 7
30 1688 9
30 1719 1
30 1776 1
30 1855 9
30 1878 7
30 1963 4
30 2001 9
30 2057 10
30 2077 2
30 2107 5
30 2109 6
30 2286 6
30 2491 3
30 2509 3
30 2580 1
30 2828 7
30 2855 9
30 2906 5
30 2939 3
30 2942 8
30 2968 6
31 74 2
31 194 6
31 287 2
31 338 4
31 356 9
31 414 4
31 649 7
31 697 5
31 798 7
31 953 1
31 1012 5
31 1074 2
31 1076 8
31 1187 9
31 1223 8
31 1248 7
31 1285 10
31 1400 4
31 1430 7
31 1454 3
31 1476 1
31 1519 8
31 1530 7
31 1603 6
31 1697 7
31 1752 3
31 1781 3
31 1813 5
31 1819 4
31 1906 2
31 1920 5
31 1934 2
31 1955 5
31 2150 5
31 2250 2
31 2253 9
31 2303 9
31 2396 6
31 2429 2
31 2530 10
31 2655 4
31 2772 6
31 2794 10
31 2883 2
31 2884 8
31 2901 10
31 2903 6
31 2936 7
31 2980 5
31 2995 7
31 2998 1
32 80 7
32 125 8
32 277 9
32 282 6
32 295 9
32 348 1
32 413 8
32 428 10
32 515 6
32 516 7
32 528 7
32 529 1
32 587 9
32 588 3
32 606 6
32 614 3
32 677 4
32 738 8
32 755 9
32 810 2
32 943 4
32 952 4
32 967 6
32 1011 6
32 1016 2
32 1060 1
32 1094 9
32 1114 3
32 1132 4
32 1306 1
32 1400 9
32 1425 7
32 1484 5
32 1492 6
32 1495 9
32 1543 1
32 1606 5
32 1684 1
32 1795 4
32 2111 10
32 2224 4
32 2237 1
32 2255 5
32 2277 3
32 2311 10
32 2344 4
32 2351 9
32 2361 10
32 2376 10
32 2423 6
32 2441 8
32 2455 7
32 2528 5
32 2531 1
32 2612 5
32 2647 1
32 2726 7
32 2789 6
32 2809 5
32 2819 9
32 2860 7
32 2972 6
33 60 9
33 78 3
33 144 7
33 208 7
33 305 4
33 319 6
33 325 2
33 402 4
33 487 10
33 494 4
33 517 4
33 573 9
33 601 2
33 658 1
33 747 3
33 800 1
33 853 9
33 857 1
33 870 3
33 875 5
33 922 4
33 923 2
33 927 3
33 966 6
33 983 8
33 984 2
33 1087 9
33 1116 9
33 1134 7
33 1229 2
33 1248 3
33 1268 9
33 1326 7
33 1348 1
33 1447 5
33 1495 7
33 1538 4
33 1628 1
33 1639 3
33 1689 6
33 1708 2
33 1719 3
33 1803 1
33 1811 9
33 1976 2
33 2014 1
33 2019 2
33 2040 3
33 2136 4
33 2151 4
33 2239 7
33 2344 1
33 2370 6
33 2479 8
33 2491 1
33 2680 6
33 2742 5
33 2755 3
33 2756 9
33 2884 1
33 2890 10
33 2945 4
33 2963 2
33 2977 3
33 2996 8
34 79 6
34 147 1
34 413 4
34 478 9
34 498 8
34 521 4
34 588 8
34 589 7
34 634 1
34 669 1
34 679 10
34 689 9
34 717 5
34 720 4
34 735 4
34 767 8
34 785 1
34 831 5
34 891 9
34 1155 2
34 1191 3
34 1197 7
34 1217 8
34 1249 1
34 1253 3
34 1257 9
34 1330 6
34 1435 3
34 1514 10
34 1569 10
34 1643 3
34 1652 8
34 1679 7
34 1692 6
34 1804 4
34 1915 10
34 2046 2
34 2243 4
34 2262 6
34 2280 6
34 2319 8
34 2374 7
34 2383 7
34 2494 1
34 2570 3
34 2573 10
34 2628 6
34 2639 2
34 2702 1
34 2707 10
34 2834 1
34 2878 10
34 2919 2
34 2939 7
35 60 7
35 121 2
35 150 4
35 171 8
35 240 9
35 338 7
35 353 9
35 405 1
35 467 7
35 487 1
35 536 4
35 563 6
35 642 5
35 705 2
35 723 10
35 757 6
35 837 6
35 918 2
35 924 2
35 1014 5
35 1016 1
35 1108 3
35 1115 9
35 1130 4
35 1193 10
35 1269 3
35 1307 9
35 1308 6
35 1324 6
35 1386 6
35 1535 7
35 1548 7
35 1568 7
35 1588 2
