3000 44700
8 827 7
8 950 9
8 1128 2
8 1185 1
8 1598 1
8 2081 6
8 2145 6
8 2333 2
8 2407 3
8 2483 9
8 2568 2
8 2791 8
8 2855 8
9 77 10
9 119 8
9 123 8
9 156 3
9 337 1
9 520 2
9 590 8
9 630 8
9 679 3
9 742 10
9 801 2
9 854 9
9 855 8
9 931 4
9 1016 2
9 1182 3
9 1224 8
9 1252 1
9 1324 8
9 1386 8
9 1396 3
9 1416 8
9 1604 10
9 1855 9
9 2002 7
9 2135 1
9 2214 10
9 2305 9
9 2620 4
9 2788 3
9 2826 7
9 2830 3
9 2871 8
10 123 8
10 141 6
10 348 2
10 355 2
10 544 5
10 555 6
10 617 8
10 655 10
10 763 2
10 830 4
10 853 7
10 1066 10
10 1119 8
10 1141 2
10 1248 8
10 1311 7
10 1395 1
10 1404 9
10 1471 2
10 1548 8
10 1794 2
10 1843 4
10 1923 6
10 2107 9
10 2109 6
10 2370 5
10 2625 5
10 2745 4
10 2839 4
10 2875 1
11 38 8
11 41 7
11 141 1
11 312 1
11 388 9
11 479 4
11 585 10
11 655 6
11 765 4
11 777 10
11 798 2
11 799 8
11 887 6
11 938 2
11 1028 8
11 1093 5
11 1170 8
11 1317 8
11 1757 4
11 1814 9
11 1980 4
11 2005 7
11 2024 8
11 2155 7
11 2254 7
11 2359 3
11 2370 5
11 2462 1
11 2473 6
11 2637 5
11 2653 8
11 2847 3
11 2913 8
12 17 4
12 58 2
12 131 8
12 157 6
12 533 1
12 580 5
12 770 10
12 801 2
12 820 8
12 868 1
12 870 7
12 1110 8
12 1370 2
12 1396 3
12 1404 10
12 1463 3
12 1598 6
12 1810 6
12 1820 5
12 1912 3
12 2041 4
12 2264 7
12 2375 7
12 2605 9
12 2864 2
13 31 3
13 63 8
13 189 9
13 235 1
13 370 8
13 386 4
13 475 8
13 635 8
13 650 6
13 983 4
13 993 1
13 1044 3
13 1087 5
13 1136 1
13 1305 9
13 1376 8
13 1415 7
13 1485 2
13 1585 7
13 1648 2
13 1676 5
13 1805 10
13 1846 10
13 2100 1
13 2164 8
13 2199 5
13 2202 2
13 2311 3
13 2387 2
13 2402 8
13 2419 2
13 2429 8
13 2457 2
13 2659 2
13 2674 5
13 2746 3
14 56 9
14 90 4
14 181 10
14 191 6
14 267 6
14 520 1
14 528 4
14 569 1
14 729 2
14 742 10
14 880 3
14 995 2
14 1049 5
14 1086 8
14 1091 2
14 1201 1
14 1341 2
14 1439 1
14 1616 2
14 1657 9
14 1679 10
14 1777 3
14 1795 9
14 2002 7
14 2388 2
14 2477 1
14 2525 8
14 2593 8
14 2605 4
14 2654 5
15 42 10
15 368 2
15 378 3
15 393 1
15 563 4
15 607 9
15 742 5
15 943 2
15 1078 3
15 1090 7
15 1161 9
15 1225 10
15 1301 3
15 1413 1
15 1545 7
15 1811 10
15 1891 3
15 1965 3
15 1975 3
15 1981 3
15 1984 9
15 2006 9
15 2060 10
15 2077 9
15 2200 9
15 2214 10
15 2337 7
15 2363 8
15 2481 4
15 2579 4
15 2604 3
15 2610 6
16 25 6
16 29 7
16 40 5
16 84 6
16 102 7
16 117 3
16 333 9
16 341 2
16 466 2
16 541 10
16 771 9
16 814 5
16 816 5
16 1111 9
16 1286 3
16 1376 6
16 1388 8
16 1429 10
16 1441 1
16 1546 8
16 1579 4
16 1767 7
16 1920 3
16 1942 5
16 2355 6
16 2431 1
16 2574 9
16 2593 10
16 2595 6
16 2676 1
16 2677 1
16 2909 1
16 2937 4
17 82 1
17 227 1
17 334 5
17 484 9
17 492 2
17 532 5
17 720 8
17 782 8
17 884 5
17 911 8
17 928 9
17 990 2
17 1070 8
17 1117 8
17 1285 10
17 1442 6
17 1468 6
17 1678 4
17 1779 1
17 1782 8
17 1879 1
17 2097 5
17 2194 4
17 2317 2
17 2447 1
17 2460 6
17 2584 10
17 2615 9
17 2674 6
17 2700 4
17 2956 9
17 2966 10
18 85 10
18 91 10
18 173 9
18 521 4
18 609 6
18 843 1
18 873 2
18 1144 3
18 1349 1
18 1361 4
18 1380 5
18 1595 6
18 1750 10
18 1800 9
18 1860 1
18 1925 1
18 2236 5
18 2444 5
18 2447 1
18 2478 8
18 2511 4
18 2537 2
18 2571 7
18 2645 1
18 2671 10
18 2742 4
18 2784 3
19 112 2
19 255 4
19 280 4
19 565 2
19 834 5
19 849 8
19 903 3
19 985 7
19 1040 1
19 1088 4
19 1224 4
19 1249 10
19 1363 2
19 1684 6
19 1886 6
19 1920 4
19 1959 3
19 2021 10
19 2052 9
19 2118 1
19 2788 2
20 329 5
20 470 7
20 708 7
20 727 1
20 747 10
20 775 4
20 1082 9
20 1098 4
20 1120 3
20 1221 7
20 1285 1
20 1348 2
20 1600 9
20 1683 6
20 1794 7
20 1857 4
20 1864 7
20 1871 8
20 2059 3
20 2074 7
20 2379 2
20 2405 9
20 2492 9
20 2738 2
21 37 5
21 38 9
21 273 8
21 331 8
21 354 6
21 523 2
21 822 4
21 927 2
21 934 6
21 999 5
21 1006 9
21 1169 3
21 1319 1
21 1465 6
21 1536 2
21 1619 2
21 1727 9
21 1795 3
21 1840 5
21 1954 3
21 1994 8
21 2144 4
21 2306 10
21 2398 8
21 2488 1
21 2560 9
21 2818 6
21 2868 4
21 2894 6
22 176 9
22 283 3
22 295 4
22 385 7
22 898 9
22 903 6
22 991 2
22 1065 10
22 1096 4
22 1218 6
22 1275 10
22 1409 10
22 1427 2
22 1470 3
22 1474 8
22 1498 6
22 1638 10
22 1641 8
22 1884 5
22 1937 10
22 1943 1
22 1994 5
22 2079 5
22 2106 5
22 2114 3
22 2314 6
22 2490 8
22 2670 1
22 2687 4
22 2873 10
23 230 6
23 301 3
23 314 2
23 333 9
23 490 9
23 585 4
23 612 7
23 673 8
23 737 9
23 869 5
23 892 5
23 936 7
23 1043 6
23 1198 7
23 1387 5
23 1437 7
23 1511 1
23 1549 5
23 1582 5
23 1601 2
23 1825 4
23 1838 1
23 1972 2
23 2337 1
23 2340 10
23 2393 6
23 2397 8
23 2701 1
23 2795 1
23 2823 6
23 2849 10
23 2874 3
24 406 5
24 533 9
24 564 8
24 623 3
24 693 2
24 704 10
24 715 1
24 727 2
24 956 7
24 1051 2
24 1059 3
24 1318 6
24 1353 8
24 1743 7
24 1803 2
24 1951 6
24 2210 1
24 2414 2
24 2432 3
24 2568 3
24 2705 9
24 2756 6
24 2835 8
24 2946 7
24 2999 4
25 63 8
25 176 6
25 218 7
25 230 3
25 341 9
25 370 7
25 392 3
25 416 1
25 532 3
25 796 5
25 866 2
25 980 7
25 1023 3
25 1107 10
25 1421 9
25 1426 10
25 1532 10
25 1748 9
25 1903 5
25 1929 7
25 2200 5
25 2307 9
25 2416 3
25 2428 1
25 2541 2
25 2646 5
25 2677 7
25 2750 9
25 2776 7
26 36 3
26 84 4
26 132 2
26 145 6
26 154 9
26 212 6
26 376 9
26 482 3
26 568 5
26 727 6
26 760 4
26 777 7
26 819 9
26 853 9
26 930 4
26 1281 2
26 1429 3
26 1476 8
26 1727 4
26 1820 8
26 1860 9
26 1904 9
26 2002 4
26 2025 7
26 2046 10
26 2065 6
26 2096 3
26 2175 10
26 2258 10
26 2297 3
26 2342 7
26 2395 1
26 2411 4
26 2452 8
26 2488 5
26 2550 1
26 2806 2
26 2934 8
27 48 3
27 138 3
27 262 3
27 303 3
27 412 7
27 478 7
27 643 7
27 709 5
27 710 5
27 797 1
27 920 9
27 1090 10
27 1178 1
27 1300 7
27 1382 10
27 1464 1
27 1588 2
27 1624 7
27 1646 6
27 2000 8
27 2327 3
27 2712 6
28 36 6
28 43 8
28 144 9
28 375 9
28 376 3
28 489 6
28 547 1
28 668 10
28 791 7
28 945 8
28 1061 7
28 1084 2
28 1264 5
28 1390 8
28 1625 4
28 1644 2
28 1720 3
28 1741 7
28 1772 3
28 1847 4
28 1911 1
28 1938 8
28 2254 8
28 2277 4
28 2516 4
28 2675 5
28 2936 8
28 2985 4
29 69 5
29 115 5
29 244 3
29 394 3
29 431 3
29 492 6
29 494 10
29 625 5
29 675 5
29 679 8
29 1028 8
29 1215 10
29 1296 1
29 1299 5
29 1504 10
29 1631 4
29 2026 1
29 2144 6
29 2219 4
29 2222 3
29 2409 2
29 2585 1
29 2591 5
29 2602 3
29 2653 5
29 2672 9
29 2733 9
29 2853 1
29 2880 5
29 2972 9
30 54 1
30 209 5
30 236 3
30 239 6
30 257 1
30 273 6
30 303 6
30 390 6
30 529 6
30 562 6
30 595 5
30 680 6
30 697 4
30 708 1
30 761 2
30 799 9
30 944 7
30 1149 8
30 1205 6
30 1328 4
30 1345 3
30 1495 6
30 1513 8
30 1688 1
30 1719 5
30 1776 8
30 2001 3
30 2077 10
30 2107 7
30 2580 3
30 2828 3
30 2939 7
30 2968 7
31 74 7
31 194 1
31 356 1
31 414 3
31 649 1
31 697 6
31 798 5
31 1074 5
31 1187 10
31 1285 4
31 1400 5
31 1430 6
31 1454 2
31 1530 8
31 1697 2
31 1752 6
31 1781 3
31 1813 1
31 1819 3
31 1955 10
31 2250 3
31 2303 8
31 2396 2
31 2530 10
31 2772 4
31 2883 9
31 2884 10
31 2903 2
31 2995 2
32 80 4
32 125 1
32 277 3
32 282 2
32 295 1
32 413 3
32 515 5
32 516 10
32 529 1
32 587 6
32 606 1
32 677 10
32 755 3
32 810 3
32 943 7
32 1016 10
32 1400 9
32 1484 2
32 1543 10
32 1606 9
32 1684 8
32 2111 9
32 2224 1
32 2237 6
32 2277 3
32 2311 5
32 2351 4
32 2423 10
32 2441 4
32 2455 1
32 2528 4
32 2647 6
32 2726 10
32 2860 1
33 78 9
33 144 5
33 319 9
33 402 10
33 487 3
33 517 7
33 573 1
33 747 7
33 800 5
33 857 7
33 923 3
33 927 7
33 1087 6
33 1229 9
33 1447 9
33 1538 2
33 1708 3
33 1976 8
33 2014 10
33 2239 4
33 2344 9
33 2370 1
33 2491 7
33 2680 3
33 2755 1
33 2756 2
33 2884 9
33 2890 2
33 2977 1
33 2996 9
34 79 5
34 147 6
34 478 2
34 498 7
34 589 9
34 634 7
34 669 8
34 689 5
34 717 8
34 767 5
34 785 3
34 831 7
34 891 5
34 1191 8
34 1217 10
34 1249 2
34 1257 1
34 1514 4
34 1643 10
34 1652 6
34 1679 8
34 1804 1
34 2243 2
34 2319 7
34 2383 4
34 2919 7
34 2939 10
35 60 1
35 171 9
35 240 3
35 467 2
35 536 5
35 563 6
35 757 6
35 918 4
35 1014 9
35 1016 9
35 1115 5
35 1193 5
35 1269 8
35 1568 5
35 1633 9
35 1674 3
35 1815 1
35 1930 10
35 2013 3
35 2019 5
35 2032 3
35 2050 10
35 2535 9
35 2692 7
35 2836 3
35 2863 2
35 2871 10
36 145 10
36 291 2
36 669 2
36 692 7
36 836 7
36 919 9
36 1470 5
36 1647 2
36 1682 2
36 1758 1
36 1990 2
36 2109 7
36 2144 10
36 2319 3
36 2469 4
36 2470 4
36 2630 4
36 2827 5
37 85 7
37 183 7
37 278 2
37 405 6
37 411 1
37 682 7
37 691 7
37 783 9
37 1262 8
37 1377 5
37 1458 5
37 1500 2
37 1673 10
37 1874 2
37 1989 7
37 2106 10
37 2186 3
37 2193 1
37 2280 5
37 2351 10
37 2533 3
37 2623 9
37 2754 4
37 2922 9
37 2923 5
37 2978 1
38 91 4
38 139 8
38 259 5
38 364 1
38 380 9
38 400 5
38 517 10
38 523 1
38 531 6
38 671 7
38 793 5
38 854 3
38 858 6
38 974 5
38 1062 5
38 1202 3
38 1271 2
38 1302 2
38 1381 6
38 1421 8
38 1546 1
38 1558 10
38 1630 3
38 1842 8
38 1872 2
38 1940 10
38 1996 2
38 2098 10
38 2383 9
38 2469 3
38 2482 5
38 2632 7
38 2656 8
38 2670 3
38 2715 9
38 2719 10
38 2879 3
38 2890 8
39 56 1
39 115 3
39 229 3
39 496 2
39 608 2
39 839 4
39 1022 7
39 1023 6
39 1269 8
39 1374 3
39 1462 9
39 1515 5
39 1693 2
39 1710 10
39 1785 4
39 1822 5
39 1851 10
39 1908 4
39 1975 6
39 1997 4
39 2317 2
39 2326 7
39 2402 4
39 2470 2
39 2554 7
40 97 6
40 104 1
40 192 2
40 209 10
40 393 8
40 717 3
40 840 5
40 896 2
40 1092 2
40 1348 6
40 1489 3
40 1530 1
40 1541 10
40 1614 3
40 1631 2
40 1637 2
40 1674 6
40 1736 5
40 2061 6
40 2134 6
40 2299 7
40 2377 2
40 2408 8
40 2490 6
40 2542 3
40 2558 1
40 2606 4
40 2687 6
40 2726 8
40 2793 3
40 2933 2
41 240 5
41 304 6
41 356 4
41 376 8
41 494 2
41 753 3
41 1499 4
41 1591 5
41 1609 10
41 1684 8
41 1721 6
41 1807 2
41 1864 6
41 1886 10
41 1944 5
41 2098 2
41 2123 4
41 2192 6
41 2230 8
41 2663 8
41 2678 3
41 2985 1
42 123 5
42 153 7
42 272 6
42 339 7
42 432 6
42 650 5
42 666 7
42 754 5
42 865 4
42 876 2
42 1029 5
42 1042 2
42 1345 4
42 1563 7
42 1628 10
42 1646 8
42 1892 2
42 1903 4
42 1971 1
42 2023 4
42 2128 5
42 2189 3
42 2230 2
42 2256 8
42 2267 3
42 2363 6
42 2499 3
42 2587 1
42 2606 4
42 2716 9
42 2759 4
43 220 8
43 411 2
43 1009 8
43 1211 3
43 1270 7
43 1291 10
43 1368 8
43 1399 6
43 1418 1
43 1593 2
43 1788 10
43 1979 10
43 2082 3
43 2391 8
43 2570 6
43 2691 8
43 2884 4
43 2939 1
44 175 6
44 270 4
44 347 8
44 349 5
44 385 1
44 436 1
44 472 8
44 509 3
44 637 8
44 988 6
44 1008 9
44 1095 8
44 1249 4
44 1299 10
44 1303 4
44 1532 4
44 1558 5
44 1589 5
44 1595 8
44 1763 8
44 1790 3
44 1909 5
44 1962 2
44 2019 2
44 2055 2
44 2175 5
44 2193 8
44 2319 8
44 2406 6
44 2486 10
44 2692 5
44 2879 8
45 98 4
45 185 2
45 523 9
45 702 7
45 766 10
45 778 7
45 788 7
45 811 4
45 917 1
45 970 5
45 1143 9
45 1244 6
45 1280 6
45 1382 2
45 1435 1
45 1529 10
45 1541 8
45 1600 8
45 1747 4
45 1754 8
45 1757 3
45 1776 4
45 1917 5
45 2059 9
45 2108 9
45 2126 2
45 2559 8
45 2624 2
45 2670 6
45 2719 8
46 47 1
46 188 1
46 346 6
46 601 3
46 679 1
46 728 3
46 733 8
46 883 6
46 947 2
46 1025 2
46 1053 6
46 1152 3
46 1233 1
46 1234 4
46 1351 10
46 1399 6
46 1442 2
46 1452 10
46 1593 6
46 1608 5
46 1677 9
46 1719 7
46 1730 2
46 1898 9
46 2194 10
46 2282 6
46 2313 7
46 2486 9
46 2491 1
46 2686 1
46 2706 5
46 2709 6
46 2749 3
46 2921 8
46 2959 3
46 2966 8
47 71 10
47 132 4
47 214 1
47 273 10
47 333 2
47 378 9
47 615 2
47 848 1
47 933 5
47 1040 2
47 1058 9
47 1350 8
47 1519 4
47 1580 3
47 1759 4
47 1780 3
47 1931 2
47 2130 1
47 2422 6
47 2448 4
47 2623 9
47 2790 3
47 2903 2
47 2945 9
48 59 9
48 135 10
48 247 3
48 403 10
48 407 9
48 436 5
48 503 3
48 605 4
48 765 3
48 770 8
48 871 6
48 1123 8
48 1240 8
48 1432 8
48 1442 8
48 1478 1
48 1571 3
48 1581 8
48 1694 4
48 1695 7
48 1705 4
48 1911 6
48 2160 2
48 2355 4
48 2416 9
48 2443 2
48 2545 3
48 2659 6
48 2802 8
48 2818 4
48 2910 2
49 158 1
49 373 10
49 479 1
49 596 1
49 818 10
49 849 7
49 1006 2
49 1187 3
49 1202 1
49 1266 3
49 1361 8
49 1579 6
49 1884 6
49 1897 10
49 1949 8
49 2144 8
49 2178 3
49 2402 3
49 2478 5
49 2484 4
49 2575 5
49 2596 6
49 2641 1
49 2655 5
49 2759 2
49 2777 4
49 2923 9
50 150 10
50 156 7
50 294 5
50 339 9
50 694 2
50 728 5
50 741 2
50 750 1
50 918 8
50 1051 1
50 1084 10
50 1086 6
50 1181 10
50 1284 6
50 1329 1
50 1368 2
50 1758 8
50 2008 6
50 2079 6
50 2224 6
50 2298 9
50 2315 7
50 2326 3
50 2415 9
50 2679 3
50 2787 6
50 2806 8
50 2854 3
51 104 2
51 202 5
51 223 4
51 285 2
51 288 8
51 389 4
51 404 4
51 418 1
51 441 3
51 558 10
51 575 9
51 631 10
51 808 5
51 829 3
51 957 5
51 1032 1
51 1072 6
51 1131 8
51 1193 6
51 1219 6
51 1310 8
51 1334 6
51 1410 7
51 1465 1
51 1474 7
51 1501 7
51 1509 8
51 1642 9
51 1672 6
51 2108 1
51 2205 1
51 2262 2
51 2300 4
51 2423 8
51 2455 4
51 2501 2
51 2741 4
51 2757 1
51 2785 8
52 244 4
52 365 5
52 451 3
52 533 2
52 549 3
52 601 9
52 634 5
52 942 2
52 1108 8
52 1482 5
52 1529 5
52 1531 7
52 1711 1
52 1767 1
52 2043 10
52 2221 3
52 2360 9
52 2528 2
52 2535 10
52 2693 9
52 2726 8
52 2743 9
52 2759 9
52 2777 9
52 2786 8
52 2870 2
53 68 5
53 122 2
53 353 3
53 409 6
53 536 7
53 589 2
53 626 9
53 903 3
53 968 4
53 1274 8
53 1426 9
53 1574 6
53 1837 8
53 1893 3
53 1908 7
53 2005 9
53 2092 2
53 2111 2
53 2236 10
53 2255 9
53 2341 7
53 2633 6
53 2895 10
53 2991 7
54 177 3
54 182 4
54 260 8
54 307 6
54 381 8
54 421 4
54 424 7
54 509 1
54 882 6
54 1000 6
54 1005 5
54 1301 2
54 1401 9
54 1479 8
54 1601 10
54 1690 9
54 1775 8
54 1811 6
54 1818 2
54 1850 8
54 1862 9
54 2244 4
54 2436 7
54 2438 9
54 2540 9
54 2598 9
54 2602 8
54 2764 4
54 2979 2
54 2994 10
55 109 6
55 176 2
55 473 2
55 522 1
55 571 8
55 572 10
55 589 5
55 590 6
55 655 9
55 867 9
55 933 8
55 958 2
55 1076 5
55 1077 1
55 1222 7
55 1343 5
55 1452 10
55 1579 10
55 1650 5
55 1666 9
55 1668 3
55 1729 6
55 1730 5
55 1746 6
55 1826 7
55 1883 1
55 2178 5
55 2238 8
55 2487 2
55 2712 3
55 2766 3
55 2820 8
55 2970 7
55 2993 5
56 208 1
56 247 4
56 254 2
56 373 6
56 678 4
56 700 7
56 858 6
56 1019 9
56 1024 3
56 1106 5
56 1348 10
56 1501 1
56 1597 6
56 1863 6
56 1909 8
56 2034 7
56 2284 6
56 2353 6
56 2357 8
56 2554 2
56 2602 2
56 2651 3
56 2712 4
56 2823 7
56 2824 8
56 2956 9
57 207 7
57 259 1
57 284 5
57 292 6
57 464 3
57 505 1
57 573 5
57 601 5
57 606 6
57 698 8
57 911 4
57 913 7
57 976 2
57 1001 1
57 1055 2
57 1359 4
57 1388 9
57 2042 3
57 2348 5
57 2360 4
57 2624 10
57 2758 7
57 2790 6
57 2809 2
58 63 3
58 109 3
58 119 2
58 131 9
58 292 7
58 476 7
58 486 1
58 545 8
58 582 7
58 679 5
58 684 4
58 742 6
58 823 9
58 905 2
58 982 4
58 989 6
58 1093 8
58 1159 4
58 1271 3
58 1356 1
58 1519 8
58 1580 7
58 1607 10
58 1612 4
58 1629 8
58 1925 1
58 2007 1
58 2010 5
58 2338 8
58 2347 4
58 2358 5
58 2476 10
58 2609 6
58 2646 1
58 2732 1
58 2755 3
58 2787 2
58 2828 6
58 2877 7
58 2924 3
59 67 9
59 74 7
59 206 1
59 265 10
59 279 5
59 528 1
59 603 9
59 609 7
59 673 1
59 811 4
59 837 7
59 868 1
59 872 7
59 905 1
59 998 9
59 1209 1
59 1230 7
59 1786 8
59 2018 8
59 2095 9
59 2214 5
59 2775 1
59 2854 4
60 113 6
60 176 2
60 237 9
60 293 2
60 316 6
60 340 6
60 383 8
60 589 5
60 975 2
60 1180 5
60 1240 5
60 1258 8
60 1281 10
60 1340 9
60 1360 6
60 1377 1
60 1457 4
60 1495 5
60 1607 9
60 1799 2
60 1868 4
60 2078 1
60 2129 7
60 2174 2
60 2198 7
60 2263 6
60 2485 3
60 2494 3
60 2506 5
60 2730 10
60 2762 3
60 2901 3
61 200 3
61 201 7
61 335 2
61 336 3
61 434 6
61 451 5
61 508 4
61 625 6
61 765 8
61 992 6
61 1005 2
61 1157 4
61 1198 3
61 1254 7
61 1417 5
61 1589 8
61 1605 4
61 1731 9
61 1736 1
61 1932 6
61 2102 5
61 2295 10
61 2311 5
61 2434 7
61 2519 9
61 2759 1
61 2967 1
62 289 9
62 425 7
62 474 4
62 701 9
62 748 10
62 883 2
62 900 5
62 984 6
62 1064 6
62 1068 3
62 1179 3
62 1268 1
62 1437 7
62 1488 9
62 1696 5
62 1735 3
62 1830 8
62 1840 6
62 1991 2
62 2124 6
62 2243 2
62 2332 4
62 2345 9
62 2401 4
62 2444 7
62 2659 5
62 2870 7
63 405 1
63 419 5
63 497 2
63 502 8
63 516 9
63 707 8
63 762 7
63 850 10
63 1052 4
63 1061 7
63 1173 3
63 1338 1
63 1392 8
63 1497 7
63 1614 6
63 1685 7
63 1738 3
63 1811 3
63 2022 5
63 2075 4
63 2213 2
63 2458 5
63 2561 2
63 2581 5
63 2688 5
63 2729 2
63 2730 9
63 2770 9
63 2981 6
64 327 2
64 352 10
64 449 4
64 954 6
64 1005 10
64 1150 2
64 1238 8
64 1291 10
64 1363 6
64 1404 7
64 1541 5
64 1622 7
64 1709 1
64 1741 7
64 1778 8
64 1833 9
64 2382 6
64 2417 9
64 2425 1
64 2477 8
64 2566 10
64 2590 6
64 2654 7
64 2670 7
64 2739 1
64 2777 9
64 2869 3
64 2877 6
65 184 3
65 203 4
65 266 8
65 469 9
65 499 2
65 621 4
65 704 4
65 782 6
65 951 6
65 1103 2
65 1236 1
65 1425 9
65 1476 3
65 1709 4
65 1998 1
65 2144 9
65 2214 7
65 2235 5
65 2318 6
65 2573 9
65 2593 1
65 2640 5
65 2767 1
65 2781 4
65 2985 10
66 172 4
66 452 1
66 729 5
66 793 3
66 886 10
66 921 4
66 1054 9
66 1073 10
66 1154 10
66 1165 6
66 1423 8
66 1525 7
66 1643 5
66 1876 1
66 2103 5
66 2161 1
66 2173 7
66 2202 6
66 2209 5
66 2219 9
66 2254 7
66 2263 6
66 2300 9
66 2407 3
66 2447 7
66 2463 7
66 2488 4
66 2832 6
66 2973 2
66 2977 4
67 126 10
67 170 4
67 225 4
67 237 9
67 267 2
67 414 1
67 435 3
67 846 1
67 1369 9
67 1585 1
67 1654 3
67 1661 5
67 1759 4
67 1760 2
67 1788 3
67 1847 6
67 2153 8
67 2212 2
67 2217 9
67 2263 9
67 2274 7
67 2296 2
67 2382 3
67 2412 9
67 2438 7
67 2477 1
67 2524 5
67 2530 7
67 2638 4
67 2692 1
67 2723 3
67 2898 6
68 69 2
68 85 3
68 128 1
68 135 9
68 179 2
68 275 1
68 284 2
68 299 3
68 378 4
68 382 4
68 512 7
68 516 1
68 657 6
68 763 8
68 801 1
68 866 6
68 907 5
68 955 3
68 999 9
68 1205 1
68 1265 10
68 1324 4
68 1376 2
68 1393 3
68 1543 8
68 1600 6
68 1682 1
68 1824 4
68 1982 9
68 2145 8
68 2314 4
68 2575 8
68 2663 7
68 2774 1
68 2776 1
68 2808 10
68 2816 9
68 2823 5
68 2836 4
69 262 4
69 720 8
69 784 1
69 884 5
69 965 9
69 1322 2
69 1408 3
69 1447 7
69 1556 8
69 1672 1
69 1904 3
69 2069 9
69 2139 6
69 2304 3
69 2454 10
69 2544 10
69 2608 3
69 2673 8
69 2734 7
69 2778 6
69 2848 4
69 2954 10
70 112 2
70 135 4
70 242 6
70 391 6
70 397 8
70 442 7
70 806 7
70 851 1
70 951 3
70 1061 10
70 1116 6
70 1188 2
70 1499 1
70 1509 10
70 1589 1
70 1625 10
70 1651 2
70 1720 7
70 1807 7
70 1850 2
70 1881 4
70 1910 8
70 2157 9
70 2190 7
70 2203 9
70 2256 1
70 2333 7
70 2423 1
70 2484 4
70 2855 6
70 2950 5
70 2959 2
71 307 10
71 411 6
71 500 6
71 876 2
71 951 2
71 970 5
71 973 1
71 1078 3
71 1353 9
71 1372 4
71 1426 10
71 1484 3
71 1685 9
71 1706 6
71 1718 6
71 1907 6
71 1990 7
71 2078 7
71 2298 7
71 2301 2
71 2373 5
