10000 250012
7 9660 4
7 9683 7
7 9955 10
8 9 3
8 155 3
8 217 8
8 473 2
8 687 4
8 1282 10
8 1348 8
8 1349 7
8 1559 9
8 1729 7
8 1939 4
8 2021 3
8 2103 1
8 2639 7
8 3351 7
8 3646 4
8 4099 10
8 4278 1
8 4401 4
8 4555 1
8 4671 6
8 5235 1
8 5254 3
8 5351 4
8 5457 2
8 5887 10
8 6126 9
8 6695 8
8 6824 4
8 7072 4
8 7074 1
8 7205 4
8 7255 3
8 7259 9
8 7876 10
8 7879 7
8 8211 2
8 8799 5
8 8989 8
8 9165 3
8 9313 4
8 9460 10
8 9603 5
8 9758 3
8 9822 8
9 88 9
9 256 7
9 267 2
9 320 3
9 503 8
9 708 6
9 887 4
9 1054 2
9 1560 8
9 1636 5
9 1666 8
9 2498 6
9 2601 8
9 2721 5
9 3176 1
9 3224 6
9 3325 5
9 3601 2
9 3957 4
9 4224 6
9 4279 8
9 4308 4
9 4923 8
9 5410 7
9 5411 3
9 5430 2
9 5574 7
9 5771 10
9 5907 5
9 6009 10
9 6010 10
9 6171 7
9 6304 8
9 6437 2
9 6894 10
9 6978 5
9 7037 1
9 7100 4
9 7731 6
9 7771 8
9 7845 2
9 7917 10
9 7949 5
9 8022 10
9 8354 6
9 8604 10
9 8862 2
10 179 10
10 447 9
10 485 4
10 841 10
10 1151 5
10 1226 6
10 1227 7
10 1361 8
10 1448 5
10 1934 1
10 2025 8
10 2153 5
10 2221 7
10 2267 7
10 2627 6
10 3079 5
10 3088 10
10 3679 6
10 3755 9
10 4460 6
10 4640 6
10 5157 8
10 5318 2
10 6033 5
10 6419 3
10 6450 10
10 6935 9
10 7263 10
10 7271 6
10 8833 2
10 9010 2
10 9045 9
10 9121 7
10 9353 4
10 9472 8
10 9507 10
10 9682 5
10 9832 2
10 9833 3
10 9993 7
11 520 4
11 742 9
11 748 9
11 1019 5
11 1028 1
11 1120 3
11 2010 1
11 2326 3
11 2688 1
11 2870 1
11 2960 6
11 3259 10
11 3260 6
11 3437 3
11 3662 6
11 3815 8
11 3829 3
11 3969 6
11 4152 5
11 4156 2
11 4569 6
11 4719 3
11 4856 5
11 5170 6
11 5238 8
11 5294 4
11 5681 4
11 5767 4
11 5780 10
11 5930 6
11 6013 4
11 6177 4
11 6373 9
11 7280 3
11 7951 5
11 7968 10
11 8080 4
11 8233 7
11 8575 6
11 8660 1
11 9314 9
11 9426 9
11 9610 1
12 70 8
12 126 6
12 322 10
12 578 6
12 760 7
12 966 4
12 1291 9
12 1364 5
12 1529 9
12 1720 5
12 1772 5
12 1836 10
12 1956 1
12 2163 6
12 2544 10
12 2941 1
12 3687 8
12 3797 6
12 4052 6
12 4286 5
12 4380 7
12 4866 1
12 5173 9
12 5268 1
12 5298 5
12 5795 7
12 5811 9
12 6174 3
12 6187 5
12 7116 9
12 7168 5
12 7273 4
12 7412 4
12 7508 5
12 7644 6
12 7732 2
12 7904 2
12 9110 9
12 9312 6
12 9371 10
12 9469 7
12 9500 6
12 9519 7
12 9694 1
13 197 6
13 506 5
13 806 8
13 999 3
13 1245 9
13 1340 3
13 1417 6
13 1419 5
13 1455 9
13 1506 10
13 2058 10
13 2165 2
13 2319 8
13 2373 7
13 2665 4
13 2833 5
13 2979 6
13 3089 6
13 3245 3
13 3263 4
13 3389 3
13 3476 4
13 3556 5
13 3762 6
13 4547 2
13 4726 10
13 4812 6
13 4835 2
13 4994 3
13 5565 10
13 5624 2
13 5778 6
13 5781 3
13 6583 3
13 6648 7
13 6743 3
13 7024 5
13 7323 5
13 7578 6
13 7860 5
13 7924 3
13 8129 9
13 8210 1
13 8211 8
13 8328 10
13 8419 6
13 8429 4
13 8570 3
13 8585 8
13 9259 4
13 9290 2
13 9468 8
13 9663 9
13 9683 2
13 9686 9
13 9936 7
14 15 1
14 76 1
14 217 10
14 277 6
14 322 9
14 792 7
14 877 5
14 984 1
14 1463 6
14 1703 8
14 1724 1
14 2074 1
14 2366 7
14 2567 8
14 2954 2
14 3142 4
14 3298 9
14 3302 10
14 3331 1
14 3398 7
14 3500 3
14 3766 4
14 4018 1
14 4327 1
14 4337 2
14 4373 5
14 4466 8
14 4476 7
14 4589 6
14 5055 3
14 5250 6
14 5311 10
14 5338 4
14 5697 9
14 5713 4
14 5805 1
14 6218 6
14 6324 5
14 6441 9
14 6663 1
14 6694 2
14 7111 1
14 7729 4
14 7794 4
14 7989 3
14 8329 1
14 8500 2
14 8604 8
14 8622 8
14 8944 6
14 8950 3
14 9088 8
14 9133 3
14 9488 3
14 9522 5
14 9535 3
14 9878 5
15 94 6
15 178 6
15 818 1
15 889 4
15 1108 4
15 1125 7
15 1597 5
15 1616 9
15 1862 6
15 1981 8
15 2046 2
15 2162 5
15 2176 8
15 2333 10
15 2566 8
15 2715 1
15 2977 1
15 3168 6
15 3223 3
15 3400 2
15 3866 2
15 3963 8
15 4020 2
15 4058 2
15 4213 3
15 4949 7
15 5156 6
15 5238 5
15 5339 3
15 5647 1
15 6187 9
15 6416 10
15 7233 7
15 7431 1
15 7448 2
15 7482 6
15 7491 6
15 7575 1
15 7773 10
15 8004 7
15 8240 8
15 8277 1
15 8554 5
15 8619 6
15 9077 8
15 9225 8
15 9544 10
15 9887 7
15 9992 8
16 301 3
16 659 3
16 795 9
16 920 9
16 994 8
16 1034 4
16 1037 10
16 1495 4
16 1613 5
16 2014 9
16 2092 7
16 2303 7
16 2388 7
16 2424 7
16 2431 9
16 2463 3
16 2475 6
16 3051 10
16 3153 8
16 3211 4
16 3215 2
16 3377 1
16 3592 6
16 3607 2
16 3666 4
16 3733 10
16 4079 4
16 4146 6
16 4633 4
16 4779 2
16 5136 9
16 5225 3
16 5287 1
16 5303 7
16 5735 6
16 5795 2
16 6044 2
16 6323 3
16 6527 9
16 6550 10
16 7524 4
16 7606 7
16 7848 9
16 8363 8
16 8534 4
16 8857 2
16 9102 10
16 9212 10
16 9323 3
16 9456 6
16 9734 3
16 9947 1
17 61 3
17 158 6
17 436 10
17 461 5
17 848 9
17 1808 5
17 1820 8
17 2250 7
17 2464 8
17 2520 4
17 2532 7
17 2693 3
17 2887 2
17 2946 2
17 3085 1
17 3143 10
17 3306 3
17 3390 5
17 3494 1
17 3560 8
17 3757 8
17 3981 9
17 4008 10
17 4013 6
17 4030 6
17 4326 3
17 4408 10
17 4411 10
17 4759 4
17 5133 2
17 5156 4
17 5278 3
17 5408 5
17 5415 5
17 5869 2
17 5944 10
17 5950 7
17 6152 9
17 6571 9
17 7127 1
17 7359 4
17 7555 1
17 8116 8
17 8393 3
17 8456 9
17 8517 3
17 8620 8
17 8663 5
17 9255 10
17 9640 7
17 9657 3
18 98 10
18 428 5
18 473 7
18 497 4
18 793 3
18 805 5
18 1438 8
18 1572 10
18 1671 7
18 1745 10
18 1862 4
18 2242 7
18 2491 1
18 2826 7
18 3169 6
18 3671 5
18 3756 2
18 4875 1
18 5057 9
18 5074 6
18 5158 4
18 5238 1
18 5353 9
18 6014 5
18 6298 5
18 6417 2
18 6575 5
18 7607 7
18 7626 5
18 7872 8
18 8448 5
18 8795 8
18 8848 2
18 9568 3
18 9671 8
18 9691 5
18 9839 1
19 111 5
19 392 10
19 514 9
19 1019 3
19 1215 2
19 1356 10
19 1774 2
19 1806 10
19 1898 5
19 2482 2
19 2631 5
19 2735 4
19 2934 2
19 3202 5
19 3265 7
19 3620 3
19 3703 7
19 3950 8
19 4102 6
19 4708 7
19 4997 1
19 5143 9
19 5234 3
19 5317 10
19 5572 4
19 5639 1
19 5766 9
19 5984 1
19 6104 6
19 6384 3
19 6661 1
19 6853 4
19 6986 5
19 7086 2
19 7097 2
19 7355 8
19 7457 7
19 8141 4
19 8151 5
19 8195 2
19 8232 10
19 8764 5
19 8990 10
19 9034 5
19 9089 6
19 9278 7
19 9299 5
20 254 7
20 470 8
20 539 8
20 645 1
20 732 6
20 1148 2
20 1159 7
20 1267 10
20 1409 7
20 1523 2
20 1577 4
20 1783 1
20 1901 10
20 1951 6
20 1995 6
20 2100 6
20 2115 8
20 2194 6
20 2328 5
20 2332 6
20 2473 8
20 2579 9
20 2682 6
20 2723 9
20 2815 9
20 3081 8
20 3498 6
20 4479 5
20 4590 3
20 4592 1
20 4624 9
20 4632 3
20 4639 2
20 4652 5
20 5530 5
20 5630 2
20 6302 5
20 6418 6
20 7050 3
20 7480 4
20 7524 10
20 7810 5
20 8526 1
20 8736 8
20 9174 6
20 9264 3
20 9395 8
20 9865 2
20 9878 6
20 9931 9
21 120 7
21 552 5
21 1598 6
21 1978 2
21 2310 3
21 2343 5
21 2532 7
21 2615 4
21 3038 9
21 3064 8
21 3120 9
21 3323 8
21 3344 10
21 3604 8
21 3793 9
21 3861 1
21 3963 10
21 3979 10
21 4069 2
21 4112 6
21 4161 4
21 4290 7
21 4755 10
21 4835 6
21 4963 8
21 5037 3
21 5538 8
21 5585 3
21 5627 4
21 5908 1
21 6333 5
21 6526 10
21 7474 5
21 7544 6
21 7861 9
21 7922 8
21 7965 2
21 8410 7
21 8516 2
21 8629 1
21 8939 7
21 9206 6
21 9218 7
21 9243 2
21 9288 4
21 9394 3
21 9455 6
21 9623 9
21 9876 1
22 321 5
22 350 1
22 523 5
22 626 7
22 815 1
22 870 8
22 948 1
22 1160 3
22 1486 6
22 1495 5
22 1579 1
22 1617 10
22 1683 1
22 1723 6
22 1791 8
22 1872 5
22 1875 7
22 1962 3
22 2057 2
22 2148 4
22 2426 10
22 2595 8
22 2621 10
22 2789 3
22 2791 6
22 2857 10
22 3293 8
22 3414 5
22 3423 9
22 3504 3
22 3566 1
22 3651 4
22 3747 5
22 3782 7
22 4580 5
22 4748 4
22 4960 1
22 5288 4
22 5318 9
22 5696 10
22 5718 2
22 6261 5
22 6581 5
22 6675 9
22 6890 7
22 6958 5
22 7072 4
22 7302 8
22 7370 8
22 7394 3
22 7624 2
22 7628 9
22 7659 7
22 7710 2
22 8087 8
22 8343 9
22 8867 9
22 8880 5
22 8907 9
22 9305 7
22 9425 6
22 9670 6
22 9865 4
22 9991 5
23 58 10
23 363 4
23 372 7
23 429 8
23 501 2
23 873 9
23 1007 3
23 1103 1
23 1235 3
23 1974 2
23 2730 9
23 2773 7
23 2795 7
23 2805 6
23 2823 9
23 2870 5
23 2946 6
23 3022 4
23 3195 2
23 3431 8
23 3652 1
23 3714 3
23 3914 1
23 4783 4
23 5545 10
23 5793 9
23 5849 6
23 5870 2
23 6527 8
23 6922 1
23 7206 3
23 7565 5
23 7581 6
23 7885 3
23 7966 2
23 8030 9
23 8275 2
23 8611 1
23 8711 3
23 8832 4
23 8924 6
23 8946 1
23 8967 2
23 9013 2
23 9465 5
23 9568 9
23 9628 7
23 9650 8
23 9826 8
23 9882 6
24 134 6
24 239 8
24 288 7
24 451 3
24 844 9
24 923 7
24 1314 3
24 1408 7
24 1576 2
24 1663 4
24 1846 10
24 2175 1
24 2751 1
24 2785 5
24 2902 3
24 2958 1
24 3006 7
24 3175 6
24 3341 3
24 3633 6
24 3840 9
24 3911 6
24 3927 7
24 4026 9
24 4045 10
24 4170 10
24 4338 6
24 4562 9
24 4595 10
24 4797 7
24 4831 1
24 4869 1
24 4919 4
24 4999 1
24 5121 4
24 5172 6
24 5588 6
24 5884 9
24 6018 6
24 6365 8
24 6461 2
24 6753 4
24 7181 4
24 7300 10
24 7498 3
24 7621 3
24 7786 9
24 8015 7
24 8169 6
24 8691 3
24 9074 7
24 9089 5
24 9123 8
24 9283 8
24 9419 2
24 9481 4
24 9485 1
24 9487 4
24 9489 6
24 9509 4
24 9609 2
24 9683 9
24 9882 6
25 443 6
25 448 1
25 1496 10
25 1764 9
25 2241 3
25 2389 7
25 2680 2
25 3428 6
25 3581 6
25 3820 7
25 3984 4
25 3986 4
25 4449 2
25 4605 1
25 4645 10
25 4789 7
25 4921 2
25 5299 1
25 5465 6
25 5628 8
25 5656 6
25 5706 10
25 5866 8
25 5948 2
25 6104 10
25 6131 5
25 6350 3
25 6369 8
25 6470 2
25 6613 8
25 6653 8
25 6668 9
25 6974 3
25 7290 10
25 7543 5
25 7629 4
25 7658 8
25 7822 2
25 7887 5
25 7952 6
25 8060 4
25 8067 5
25 8117 6
25 8485 9
25 8534 9
25 8578 9
25 8793 10
25 8979 10
25 8981 5
25 9016 2
25 9041 6
25 9138 4
25 9737 1
26 304 1
26 444 10
26 714 3
26 1110 5
26 1131 2
26 1262 6
26 1851 7
26 2020 7
26 2044 7
26 2136 10
26 2148 1
26 2491 1
26 2520 10
26 2584 7
26 2815 9
26 2865 4
26 3346 6
26 3754 4
26 3770 3
26 3832 7
26 3880 8
26 3941 10
26 4063 7
26 4215 7
26 4252 5
26 4431 8
26 4471 1
26 4570 4
26 4867 7
26 4955 3
26 5168 9
26 5674 10
26 5710 10
26 5916 8
26 6242 8
26 6324 2
26 6344 10
26 6366 8
26 6604 2
26 6750 8
26 6903 3
26 7012 1
26 7370 9
26 7425 10
26 7634 6
26 7696 5
26 7708 2
26 7826 6
26 8004 1
26 8711 3
26 8790 5
26 9078 1
26 9159 9
26 9339 5
26 9471 7
26 9683 6
26 9748 8
26 9847 3
26 9889 2
27 228 9
27 671 4
27 862 2
27 1208 3
27 1259 8
27 1358 9
27 1365 8
27 1908 2
27 2322 3
27 2440 1
27 2452 1
27 2899 6
27 3148 5
27 3281 10
27 3566 10
27 3583 1
27 3642 3
27 4057 8
27 4102 3
27 4126 1
27 4713 8
27 4943 8
27 5232 2
27 5398 6
27 5554 1
27 5598 1
27 6015 9
27 6036 10
27 6249 9
27 6522 2
27 6627 10
27 6820 7
27 6822 2
27 6846 2
27 6926 1
27 6979 8
27 7146 1
27 7697 10
27 7796 2
27 8010 7
27 8049 9
27 8276 1
27 8409 7
27 8770 7
27 8961 8
27 9104 6
27 9355 10
27 9357 7
27 9434 2
27 9590 1
27 9864 10
28 77 4
28 318 7
28 452 9
28 653 2
28 988 3
28 1043 6
28 1094 4
28 1206 1
28 1435 6
28 1717 10
28 2349 9
28 2408 5
28 2530 8
28 2610 4
28 2898 3
28 2953 9
28 2973 5
28 3161 1
28 3304 4
28 3728 4
28 3911 8
28 3950 10
28 4186 7
28 4235 2
28 4337 4
28 4518 5
28 4524 7
28 4562 2
28 4564 4
28 4583 10
28 4610 9
28 4706 1
28 4721 1
28 4773 7
28 5603 10
28 5777 8
28 5811 10
28 5929 4
28 6195 2
28 6548 5
28 6821 5
28 6849 7
28 6922 8
28 7184 6
28 7289 9
28 7445 6
28 7533 1
28 7568 10
28 7584 1
28 7763 9
28 7857 9
28 8118 7
28 8173 10
28 8622 9
28 8703 5
28 8803 1
28 9338 10
28 9987 4
29 337 3
29 561 2
29 646 2
29 805 1
29 1051 3
29 1220 8
29 1390 5
29 1463 9
29 1567 1
29 1735 8
29 1770 8
29 1952 8
29 2060 10
29 2308 3
29 2704 5
29 2750 10
29 2753 3
29 3011 1
29 3106 9
29 3132 3
29 3341 7
29 3532 8
29 3742 1
29 4279 8
29 4755 1
29 5005 9
29 5030 7
29 5270 5
29 5281 10
29 5455 9
29 5608 8
29 5793 4
29 6165 4
29 6382 4
29 6462 7
29 6791 4
29 7008 7
29 7744 3
29 7758 10
29 8140 2
29 8377 2
29 8863 10
29 8935 3
29 9281 6
29 9416 1
30 139 1
30 175 3
30 382 4
30 910 2
30 952 1
30 983 3
30 1128 6
30 1469 3
30 1569 8
30 1574 8
30 1592 8
30 1729 4
30 1908 8
30 2038 9
30 2054 9
30 2407 3
30 2923 8
30 2994 7
30 3236 7
30 3301 7
30 3645 3
30 4115 10
30 4199 9
30 5139 1
30 5299 9
30 5766 1
30 5874 5
30 5876 3
30 5927 4
30 6075 10
30 6275 6
30 6388 4
30 6588 3
30 6734 4
30 6936 1
30 7241 8
30 7526 2
30 7532 5
30 7805 9
30 8255 5
30 8787 2
30 9317 6
30 9573 7
30 9594 9
30 9832 9
30 9842 5
30 9848 4
30 9850 1
30 9891 3
31 935 6
31 937 10
31 990 1
31 1280 4
31 1387 2
31 1530 4
31 1555 2
31 1792 7
31 1965 1
31 2132 9
31 2173 4
31 2354 8
31 2805 7
31 3062 3
31 3097 5
31 3219 2
31 3353 2
31 3665 5
31 3711 6
31 3800 8
31 4010 1
31 4089 3
31 4396 3
31 4546 9
31 5770 4
31 5818 3
31 6062 7
31 6074 6
31 6181 4
31 6351 1
31 6490 10
31 6744 8
31 6800 3
31 6886 9
31 6992 2
31 7291 10
31 7493 7
31 8008 1
31 8313 8
31 8673 10
31 9318 1
31 9581 1
32 124 1
32 148 2
32 251 4
32 612 6
32 708 7
32 710 6
32 873 7
32 1587 8
32 1684 4
32 2165 9
32 2314 5
32 2463 10
32 2488 6
32 2593 1
32 2728 3
32 2745 6
32 2757 3
32 2792 7
32 3101 6
32 3434 2
32 3483 1
32 3577 10
32 3582 8
32 3671 2
32 3713 4
32 3749 9
32 3844 6
32 4399 7
32 4404 2
32 5301 6
32 5466 4
32 6037 2
32 6324 3
32 6370 1
32 6432 3
32 6465 10
32 6756 7
32 6883 4
32 6896 8
32 7127 9
32 7413 1
32 7554 6
32 7738 3
32 7850 10
32 7957 6
32 8113 7
32 8359 6
32 8360 4
32 8694 8
32 9258 9
32 9291 5
32 9720 7
32 9922 6
32 9979 6
33 91 4
33 196 5
33 329 3
33 411 2
33 504 1
33 662 10
33 1255 5
33 1614 10
33 1827 7
33 2037 5
33 2790 9
33 2904 2
33 2909 1
33 3108 7
33 3531 1
33 3934 7
33 4010 8
33 4264 7
33 4336 6
33 4349 1
33 4407 3
33 4930 7
33 4945 3
33 5017 2
33 5082 8
33 5160 2
33 5267 8
33 5409 4
33 5573 1
33 5642 5
33 6334 8
33 7261 1
33 7929 3
33 8045 3
33 8144 10
33 8290 4
33 8814 5
33 8988 2
33 9159 5
33 9276 10
33 9493 7
34 130 2
34 418 8
34 814 7
34 853 6
34 1059 5
34 1343 8
34 1536 5
34 1546 9
34 1593 5
34 2030 6
34 2140 3
34 2431 3
34 2935 2
34 2964 8
34 3165 7
34 3581 7
34 3672 4
34 3777 5
34 3900 10
34 4231 2
34 4329 6
34 4664 9
34 4867 6
34 5980 8
34 6276 10
34 6329 1
34 6356 4
34 7364 5
34 7527 10
34 7600 2
34 7729 3
34 7866 3
34 7901 6
34 7970 2
34 8065 1
34 8117 6
34 8148 1
34 8198 3
34 8229 5
34 8614 9
34 8857 7
34 8914 6
34 9060 6
34 9234 10
34 9246 9
34 9337 3
34 9453 9
34 9902 3
35 69 1
35 306 6
35 551 8
35 671 8
35 692 9
35 727 5
35 743 1
35 923 2
35 927 10
35 964 7
35 981 5
35 1329 6
35 1812 6
35 1954 3
35 2401 10
35 2520 7
35 2534 9
35 2559 1
35 2875 8
35 3005 4
35 3039 7
35 3074 7
35 3277 1
35 3626 3
35 3701 4
35 3917 10
35 3924 9
35 4076 7
35 4148 5
35 4206 8
35 4353 2
35 4382 6
35 4703 2
35 4810 3
35 4924 1
35 4929 3
35 4962 8
35 5020 10
35 5045 7
35 5451 9
35 5641 1
35 5687 7
35 5696 5
35 5719 1
35 6181 2
35 6386 7
35 6451 10
35 6587 3
35 6723 4
35 6841 4
35 7181 2
35 7199 2
35 7581 7
35 7653 5
35 7727 3
35 8027 10
35 8201 8
35 8271 8
35 8302 1
35 8397 10
35 8455 3
35 8653 7
35 8849 3
35 9216 10
35 9267 3
35 9285 5
35 9377 1
35 9470 6
36 89 2
36 115 8
36 192 8
36 251 9
36 405 3
36 409 8
36 429 10
36 437 2
36 634 8
36 963 3
36 1474 2
36 1790 3
36 2393 8
36 2582 4
36 2599 4
36 2642 5
36 3921 9
36 4024 5
36 4104 8
36 4295 10
36 4449 4
36 4486 5
36 4498 9
36 4662 5
36 4723 5
36 4894 7
36 5118 1
36 5468 8
36 5823 2
36 5905 4
36 6230 4
36 6742 6
36 7017 4
36 7534 9
36 7538 7
36 7622 1
36 7727 6
36 7874 3
36 8390 6
36 8561 8
36 8578 3
36 8797 5
36 9009 5
36 9506 2
36 9992 6
37 230 6
37 439 2
37 1172 9
37 1566 8
37 1791 4
37 1956 9
37 2506 6
37 2821 10
37 3081 6
37 3342 6
37 3864 6
37 4021 6
37 4203 1
37 4711 8
37 4796 5
37 4859 8
37 5138 8
37 5458 10
37 5498 6
37 5575 2
37 5742 5
37 6178 4
37 6594 10
37 6719 6
37 7000 5
37 7065 3
37 7935 1
37 8506 6
37 8681 3
37 8776 10
37 9000 4
37 9072 10
37 9141 2
37 9239 7
37 9748 7
37 9847 4
38 206 4
38 384 8
38 437 1
38 607 9
38 673 7
38 696 10
38 861 1
38 1020 6
38 1797 1
38 1991 7
38 1999 4
38 2201 2
38 2675 8
38 3182 1
38 3338 5
38 3374 6
38 3412 10
38 3592 1
38 3731 7
38 3891 8
38 4185 5
38 4336 9
38 4788 2
38 4976 4
38 5038 2
38 5086 2
38 5154 1
38 5642 4
38 5658 7
38 5703 2
38 6015 6
38 6132 3
38 6153 2
38 6219 6
38 6259 8
38 6297 6
38 6337 7
38 6403 1
38 6465 3
38 6546 6
38 6814 1
38 6893 3
38 7320 2
38 7351 4
38 7533 7
38 7742 2
38 7808 9
38 7987 10
38 7999 3
38 8002 1
38 8081 7
38 8103 2
38 8288 7
38 8686 5
38 8965 4
38 9036 8
38 9263 2
38 9540 4
38 9748 10
39 89 4
39 278 5
39 314 6
39 329 4
39 399 3
39 444 8
39 470 2
39 744 4
39 760 1
39 1031 2
39 1091 10
39 1335 4
39 1680 5
39 1813 5
39 2387 9
39 2415 5
39 2616 3
39 2866 8
39 2917 5
39 4375 7
39 4385 3
39 4483 8
39 4675 6
39 4834 1
39 5137 2
39 5417 4
39 5753 4
39 5864 10
39 6198 8
39 6327 8
39 6392 9
39 6544 4
39 6811 7
39 6835 2
39 6873 6
39 7236 1
39 7284 2
39 7340 4
39 7419 5
39 7601 6
39 7643 8
39 7782 7
39 7814 1
39 7887 5
39 8331 4
39 8438 4
39 8693 4
39 8871 5
39 9194 6
39 9297 1
39 9384 1
39 9501 6
39 9620 5
39 9630 7
39 9811 4
39 9815 4
39 9928 5
40 213 7
40 342 4
40 466 8
40 652 7
40 1385 2
40 1478 4
40 1508 2
40 1539 9
40 2401 5
